RxnID,Ab_info_1,Ab_info_2,Ab_info_3,Ab_info_4,Ab_info_5,rxn_flux_1,rxn_flux_2,rxn_flux_3,rxn_flux_4,rxn_flux_5,expression_1,expression_2,expression_3,expression_4,expression_5
MNXR144996_c,0.03,0.08,0.14,24.24,6.23,0,0.000496089737592263,0.00121879711393418,1.47329008352629,0.580986670783693,0,0,0,0.332124048830429,3.33664920024072
MNXR144996_c,0.02,0.07,0.43,0.74,0.06,0.00546658738497055,0.195734981894946,0,28.5757273918994,0.139221661968975,0,0.675593353920244,0,10.6612101374355,0.224896004901721
MNXR144996_c,1.04,1.49,3.32,0.57,0.02,0.335401636224769,0.268753747856108,0.233515848119235,0.820002830136063,0,2.64026658949328,0.345138555650291,0.154190624463081,0.384254445845965,0
MNXR144996_c,9.49,16.98,27.91,1.65,0.28,0.812898692041061,1.26938969027369,3.44689661107238,8.51085378660026,0.27779604510222,17.0667373244531,6.67541893352927,55.4206160022267,86.9012638129935,1.1048016240797
MNXR144996_c,1.68,5.35,10.86,1.62,4.77,0.523136138744019,1.97963764921671,1.65915172076643,5.41873175196281,2.75187418579702,4.45525239056491,2.72503808242554,2.61738944948173,58.9201810679491,6.2461006851565
MNXR144996_c,0.03,0.03,3.89,0.38,0.01,0.0118763410600487,0.0504440062980382,1.70111076421127,4.7312651273119,0.0502344684403371,0.0742501623829237,0,1.75925135837326,15.7556632799264,0.0367043728930134
MNXR144996_c,1.22,2.41,4.47,25.38,2.1,0.00466659591702134,0.0310009151444614,0.219694767240014,1.26532607532399,3.2214837906558,3.47493190399297,5.22814302449378,32.2184139828238,77.3209427723416,0.632865087443366
MNXR144996_c,35.32,19.95,5.69,6.22,0.2,3.48870684712187,3.6128895019478,4.31140050030932,4.41460770124013,0.197753639879257,0,0,1.88044978292029,1.92135020294043,0.18831845864995
MNXR144996_c,0.06,0.16,0.3,33.77,84.03,0.00201495732660372,0.00609611769067495,0.0218738923625477,5.06750533009037,4.59142048865571,0,0,0,41.1172471516328,25.6400769712769
MNXR144996_c,0.01,0.02,0.11,1.1,0.05,0,0,0.10440843649215,3.2487551557572,0.0070407658745136,0,0,0.234119021204738,52.6158536007804,0
MNXR144996_c,30.57,17.27,4.34,3.35,0.11,3.64901852031157,3.79379790918456,3.97553011730668,3.84721884144192,0.232670366813806,15.7471573508878,4.23517432073104,5.09912027983194,4.13248294578154,0
MNXR144996_c,0.1,0.12,0.21,0.16,0.02,0.133895752285041,0.116669586384658,0.0103775468009874,0.816905494721985,0.000355132386264723,0.483429093850883,0.0966387955820815,0,0.0548934922637094,0
MNXR146662_c,20.33,35.92,38.06,0.64,2.07,0.87452292883885,1.40880847731903,3.14867419763837,2.1294090669998,0,25.3813700597329,17.5928223645956,139.596691526052,50.7137191848331,0.701077617030884
MNXR146662_c,0.09,0.13,0.27,0.17,0.04,0.0341345850620882,0.0258919626076649,0,0,0,0.586796660019384,0,0.0604491619715014,0.301287569410861,0
MNXR146662_c,0.03,0.08,0.14,24.24,6.23,0,0,0,0.600826875675622,0.290493335391846,0,0,0,0.195212951778043,0.414028222041704
MNXR146662_c,0.02,0.07,0.43,0.74,0.06,0,0.0585200455685435,0,0.651328098229202,0,0,0.326088113102607,0,4.93424178222384,0.192978449620909
MNXR146662_c,1.04,1.49,3.32,0.57,0.02,0.167700818112385,0.152524786989125,0.116757924059617,0.30617754800343,0,4.25230022885921,0.422199137588847,0.351461056772358,0.218966740158115,0.0488850276141462
MNXR146662_c,9.49,16.98,27.91,1.65,0.28,0.406449346020531,0.634694845136847,1.72344830553619,4.25542689330013,0.13889802255111,17.7892401377294,9.54356085275409,53.6361619158479,95.4593522680638,1.04039614823649
MNXR146662_c,1.68,5.35,10.86,1.62,4.77,0.270239533594519,0.871091378940679,0.86306120940967,2.70936587598141,1.37593709289851,2.25391018401242,1.00411138011992,1.20859821292066,135.886450891612,6.80238791896208
MNXR146662_c,0.03,0.03,3.89,0.38,0.01,0,0,0.289136434307163,2.36563256365595,0,0,0,1.55918538445159,14.7359750198852,0.0736534416053136
MNXR146662_c,1.22,2.41,4.47,25.38,2.1,0,0,0.0644598853929388,0.42753224576466,1.6107418953279,0,0,0.0296160323752994,0,23.4554080816921
MNXR146662_c,35.32,19.95,5.69,6.22,0.2,1.74435342356094,1.8064447509739,2.15570025015466,2.20730385062006,0.0988768199396286,146.290736781369,31.3126504433002,63.8607286974626,21.9461795396733,0.336243972545997
MNXR146662_c,0.06,0.16,0.3,33.77,84.03,0,0,0,2.53375266504518,2.29571024432785,0,0,0,38.5016518111352,22.755980354385
MNXR146662_c,0.01,0.02,0.11,1.1,0.05,0,0,0.0522042182460748,1.6243775778786,0.0035203829372568,0,0,0.169360765097128,42.241127515392,0.0471130756537187
MNXR146662_c,30.57,17.27,4.34,3.35,0.11,1.82450926015579,1.89689895459228,1.98776505865334,1.92360942072096,0.116335183406906,127.172369154844,28.9136973851441,42.0462030766079,11.7978644910989,0.14410455966257
MNXR146662_c,0.1,0.12,0.21,0.16,0.02,0.0508930300993962,0.0572402831406032,0,0.206584473028626,0,0.470772371028759,0.0919859299094567,0,0.0731507513314619,0.0979868402731445
MNXR152000_c,20.33,35.92,38.06,0.64,2.07,0.87452292883885,1.40880847731903,3.14867419763837,2.1294090669998,0.171874768487651,26.9532544459756,21.0747124296958,141.571091048989,45.5935465913762,0.994321461671734
MNXR152000_c,0.09,0.13,0.27,0.17,0.04,0.0341345850620882,0.0258919626076649,0,0,0,0.352883666483053,0.058225479844442,0.0929008173456759,0.173636783423628,0
MNXR152000_c,0.03,0.08,0.14,24.24,6.23,0,0,0,0.736645041763147,0.290493335391846,0,0,0,0.0657191012957955,0.770280016788638
MNXR152000_c,0.02,0.07,0.43,0.74,0.06,0,0.0730757929434604,0,0.651328098229202,0,0,0.191619650758268,0,10.4001616122212,0.331695637714461
MNXR152000_c,1.04,1.49,3.32,0.57,0.02,0.167700818112385,0.152524786989125,0.116757924059617,0.410001415068031,0,2.55494294324335,0.344915371364882,0.183441567737997,0.228574980488379,0
MNXR152000_c,9.49,16.98,27.91,1.65,0.28,0.406449346020531,0.634694845136847,1.72344830553619,4.25542689330013,0.13889802255111,21.6132441238173,9.5640580478015,70.7499525511661,94.3305220126267,1.22388203865117
MNXR152000_c,1.68,5.35,10.86,1.62,4.77,0.270239533594519,1.03383738904374,0.86306120940967,2.70936587598141,1.37593709289851,2.18273407293835,1.7968308907409,1.26481208328906,70.4648296891555,4.97278013386194
MNXR152000_c,0.03,0.03,3.89,0.38,0.01,0,0,0.850555382105635,2.36563256365595,0,0,0.0378864423645342,2.96200893660357,24.215988391398,0
MNXR152000_c,1.22,2.41,4.47,25.38,2.1,0.00233329795851067,0,0.0930971527322897,0.632663037661994,1.6107418953279,0,0,0,0,18.3779500928643
MNXR152000_c,35.32,19.95,5.69,6.22,0.2,1.74435342356094,1.8064447509739,2.15570025015466,2.20730385062006,0.0988768199396286,48.1562247108675,10.417922178445,26.8329221759416,20.7858023923487,0.322027379216057
MNXR152000_c,0.06,0.16,0.3,33.77,84.03,0.00100747866330186,0,0,2.53375266504518,2.29571024432785,0,0,0,41.6635127435901,29.8249022122804
MNXR152000_c,0.01,0.02,0.11,1.1,0.05,0,0,0.0522042182460748,1.6243775778786,0.0035203829372568,0,0,0.476805572076059,47.5992868796255,0
MNXR152000_c,30.57,17.27,4.34,3.35,0.11,1.82450926015579,1.89689895459228,1.98776505865334,1.92360942072096,0.116335183406906,31.4287015461469,6.39359704076917,12.2596152920632,9.42958903882126,0.10104892903168
MNXR152000_c,0.1,0.12,0.21,0.16,0.02,0.0669478761425205,0.0649785781352707,0,0.408452747360992,0,0.381821734805126,0.113400422020496,0,0.150300632576261,0
MNXR188900_c,20.33,35.92,38.06,0.64,2.07,0.87452292883885,1.40880847731903,3.14867419763837,2.1294090669998,0.171874768487651,104.208251059528,73.7873111795884,175.274714284047,20.5312092133687,1.23338898650228
MNXR188900_c,0.09,0.13,0.27,0.17,0.04,0.0341345850620882,0.0258919626076649,0,0,0,0.29719812336782,0,0,0,0
MNXR188900_c,0.03,0.08,0.14,24.24,6.23,0,0,0,0.456358390962607,0.290493335391846,0,0,0,0,0
MNXR188900_c,0.02,0.07,0.43,0.74,0.06,0,0.0730757929434604,0,0.651328098229202,0,0,0,0,0,0
MNXR188900_c,1.04,1.49,3.32,0.57,0.02,0.167700818112385,0.152524786989125,0.116757924059617,0.410001415068031,0,0,0,0,0,0
MNXR188900_c,9.49,16.98,27.91,1.65,0.28,0.406449346020531,0.634694845136847,1.72344830553619,4.25542689330013,0.13889802255111,15.3351394444207,33.3271390629903,53.6169639679587,70.1550622095131,0.896497737916705
MNXR188900_c,1.68,5.35,10.86,1.62,4.77,0.270239533594519,1.03383738904374,0.86306120940967,2.70936587598141,1.37593709289851,20.9442990940405,13.0522117317958,5.10954495401217,134.761436912671,6.26700336466265
MNXR188900_c,0.03,0.03,3.89,0.38,0.01,0,0,0.850555382105635,2.36563256365595,0,0,0,1.87543525016583,21.1692178457306,0.046033401003321
MNXR188900_c,1.22,2.41,4.47,25.38,2.1,0.00233329795851067,0,0.0930971527322897,0.632663037661994,1.6107418953279,3.56293170507044,1.97207168690523,4.25930051700066,3.20347283040983,31.9271657741294
MNXR188900_c,35.32,19.95,5.69,6.22,0.2,1.74435342356094,1.8064447509739,2.15570025015466,2.20730385062006,0.0988768199396286,101.335923541765,22.6575497048516,28.5699789240949,9.23465713550022,0.0944274892375815
MNXR188900_c,0.06,0.16,0.3,33.77,84.03,0.00100747866330186,0,0,2.53375266504518,2.29571024432785,0,0,0,0,0
MNXR188900_c,0.01,0.02,0.11,1.1,0.05,0,0,0.0522042182460748,1.6243775778786,0.0035203829372568,0,0,0.163436623108133,57.4796703892013,0
MNXR188900_c,30.57,17.27,4.34,3.35,0.11,1.82450926015579,1.89689895459228,1.98776505865334,1.92360942072096,0.116335183406906,59.8744412146852,11.5402319627492,16.6565466877194,7.41238337225687,0.141843289824784
MNXR188900_c,0.1,0.12,0.21,0.16,0.02,0.0669478761425205,0.0649785781352707,0,0.408452747360992,0,0,0,0,0,0
MNXR189820_c,20.33,35.92,38.06,0.64,2.07,13.0688363442009,39.2406563206259,235.144262749021,128.064899175479,1.61959473762377,27.5007330156356,15.4369787254245,138.862014267598,41.609202249967,0.992493184752453
MNXR189820_c,0.09,0.13,0.27,0.17,0.04,0.0663191558030992,0.0372951585747713,0.0418372375212557,0,0,0.405298166167928,0.0429903154291865,0.137185144785065,0,0
MNXR189820_c,0.03,0.08,0.14,24.24,6.23,0,0.000504994548382018,0.00124060444129593,0.837462297739791,0.816148874487825,0,0,0,0.174555496563436,0.272790524464124
MNXR189820_c,0.02,0.07,0.43,0.74,0.06,0.0114973539210408,0.809771130554721,0.0762500309520485,19.5464003329172,0.389931356275135,0,0.933427223756212,0,6.35076535371919,0.248580365417933
MNXR189820_c,1.04,1.49,3.32,0.57,0.02,0.509659121893045,0.467055540967923,0.344277367989213,2.00441335115967,0,3.11469446455702,0.547732356238364,0.356044086037523,0.483975386559745,0
MNXR189820_c,9.49,16.98,27.91,1.65,0.28,3.01247659611743,20.7529705903576,67.7128802759857,245.21847690387,0.928123749833311,18.410234950143,8.98164417525422,57.3883186550744,79.6732380739317,0.883841299263763
MNXR189820_c,1.68,5.35,10.86,1.62,4.77,0.282178065917067,1.81165246646998,1.67206074634278,197.155800315789,7.19725593042036,3.78071651242729,3.0914363442033,1.72920846847385,114.903304850794,3.5249559312179
MNXR189820_c,0.03,0.03,3.89,0.38,0.01,0,0.0431528296277198,2.35975421856151,27.0681127189141,0.118211347125504,0,0,2.44040594050099,14.1211429549443,0
MNXR189820_c,1.22,2.41,4.47,25.38,2.1,0.0121746820879771,0.0808782875203853,0.838695939596578,3.71322626579848,12.3724578703201,0.0374151208882701,0.0185203814237344,0,0,37.4966711922587
MNXR189820_c,35.32,19.95,5.69,6.22,0.2,8.95238344204006,10.7943962308145,14.424863496192,13.9792933939509,0.474154298293802,106.921077583255,23.1732998759679,18.5872014098432,10.1638905044437,0.0557980618222073
MNXR189820_c,0.06,0.16,0.3,33.77,84.03,0,0,0,26.1677308650531,21.2098764416753,0,0,0,8.50208302975165,20.19791515388
MNXR189820_c,0.01,0.02,0.11,1.1,0.05,0,0,0.223353873953068,117.906345138752,0.0477465116295068,0,0,0.116126021682095,38.3086153428379,0.0484562115824431
MNXR189820_c,30.57,17.27,4.34,3.35,0.11,8.37372668746628,11.897461607398,17.5203669378129,27.2952814084435,0.311484846099559,241.214402528812,58.184677898339,18.1191783527608,15.5790780682866,0.111596123644415
MNXR189820_c,0.1,0.12,0.21,0.16,0.02,0.101841278676296,0.0911134886700112,0.00135769444797318,0.642656594868229,0.000381541806169243,0.622385538354077,0.105026973137127,0.067029703654475,0.208803726901831,0
MNXR189826_c,20.33,35.92,38.06,0.64,2.07,7.53479021011396,11.4123511888721,23.4197015606452,5.75305011572174,0.730462184582636,76.8343908606424,41.9838258083309,133.28814938336,36.3379007628578,0.548969751095505
MNXR189826_c,0.09,0.13,0.27,0.17,0.04,0.121421017966647,0.0578780988514328,0.0418276164036419,0.426149492083542,0,0.410497326317021,0.0507987604765285,0,0.067328548674468,0
MNXR189826_c,0.03,0.08,0.14,24.24,6.23,0,0.00111088878849295,0.00272924018926236,3.29912375113964,1.3009976420191,0,0,0.0809686022737542,0.302669622481553,0.337859823877585
MNXR189826_c,0.02,0.07,0.43,0.74,0.06,0.0115000872147333,0.653180844212072,0.0767064064718473,15.7962707232854,0.616452829961332,0.0702808140794341,0.287007671874726,0.333040665956197,10.4263974197301,0.0694843788729374
MNXR189826_c,1.04,1.49,3.32,0.57,0.02,0.814619148569457,0.641734314025405,0.422631894017419,1.72504405377132,0,5.02507820667954,1.09584747443077,0.416300832445246,0.414980991830054,0
MNXR189826_c,9.49,16.98,27.91,1.65,0.28,2.54319288382203,4.61098517748476,7.05561124200955,31.7992697035502,0.838298092052629,15.5422878886559,20.6824530613758,55.0176602433386,62.2782076429195,0.8728162518717
MNXR189826_c,1.68,5.35,10.86,1.62,4.77,0.763200137193088,3.64928447279739,2.56849847535363,5.23616492668085,5.00302169869687,58.4711752473539,34.8796584673234,18.5084168187966,34.8821920330015,9.25359322079497
MNXR189826_c,0.03,0.03,3.89,0.38,0.01,0.0150414192683942,0.0548260771251579,3.34047677036422,25.8638874623851,0.198991812938901,0,0,3.24792220890977,21.1572645889008,0
MNXR189826_c,1.22,2.41,4.47,25.38,2.1,0.00843435879446522,0.0560307440229481,0.581030570074537,2.57244356646155,9.78501846563169,0,0,0.66818253485218,0.416290080132357,80.0197012267192
MNXR189826_c,35.32,19.95,5.69,6.22,0.2,8.54698530557367,10.3077598014023,13.070168071642,10.4993688269591,0.788740812813831,210.869773666,42.8429011068352,72.5250015042342,15.2736059493006,0.102296446674047
MNXR189826_c,0.06,0.16,0.3,33.77,84.03,0,0,0,7.71854540600049,10.2439786928491,0.499824575529777,0.21206724288391,0.253770603292501,19.0251549121831,106.068015346949
MNXR189826_c,0.01,0.02,0.11,1.1,0.05,0,0,0.392385697856064,12.6482647414787,0.0264604654942795,0,0,0.651734964763511,27.9662074717225,0.0339938961255294
MNXR189826_c,30.57,17.27,4.34,3.35,0.11,7.67828301553236,7.98292852949573,8.36533035048732,8.09533712225645,0.459145885111305,49.5646080121202,11.5275711786286,23.3977276268278,7.45339450976731,0
MNXR189826_c,0.1,0.12,0.21,0.16,0.02,0.123147082061606,0.0260388656159657,0.00711826954668182,0.452077190974764,0.000381541806169243,0.705025201175395,0,0,0.78054390024817,0
MNXR96085_c,20.33,35.92,38.06,0.64,2.07,0.87452292883885,1.40880847731903,228.276115134204,151.241926899977,0.171874768487651,0,0,0,0,0
MNXR96085_c,0.09,0.13,0.27,0.17,0.04,0.0341345850620882,0.0258919626076649,0,0,0,0.147311762844463,0.0937528912749491,0.0498620206092611,0,0
MNXR96085_c,0.03,0.08,0.14,24.24,6.23,0,0,0,0.736645041763134,0.290493335391846,0,0,0,0.153804143825125,0.669576741866487
MNXR96085_c,0.02,0.07,0.43,0.74,0.06,0,0.0730757929434276,0,0.651328098229202,0.0112721247774061,0.0546437625360881,0.101431917821919,0,4.71876001895752,0.162073587884553
MNXR96085_c,1.04,1.49,3.32,0.57,0.02,0.167700818112385,0.152524786989125,0.116757924059617,0.410001415068031,0,4.7852513411165,0.504691659235583,0.32210137400873,1.16391566504159,0
MNXR96085_c,9.49,16.98,27.91,1.65,0.28,0.406449346020531,0.634694845136847,1.72344830553619,4.25542689330013,0.13889802255111,9.39591310476569,7.19395430044321,33.2446618700909,40.095789820164,0.496540055766159
MNXR96085_c,1.68,5.35,10.86,1.62,4.77,0.270239533594519,1.03383738904374,0.86306120940967,2.70936587598141,1.37593709289851,19.3284008232763,15.3437372453706,8.26606136155275,37.7265374893155,9.62076055418689
MNXR96085_c,0.03,0.03,3.89,0.38,0.01,0,0,0.850555382105635,2.36563256365595,0,0,0,0.725787635513093,16.2060997862053,0.0484562115824431
MNXR96085_c,1.22,2.41,4.47,25.38,2.1,0.00233329795851067,0,0.0930971527322897,0.632663037661994,1.6107418953279,0.135286312816344,0,0.801353902648838,0.199703322339524,71.9324834661095
MNXR96085_c,35.32,19.95,5.69,6.22,0.2,1.74435342356094,1.8064447509739,2.15570025015466,2.20730385062006,0.0988768199396286,17.5814484501112,3.20822393942876,18.004178401592,20.2344731616334,0.171858030412398
MNXR96085_c,0.06,0.16,0.3,33.77,84.03,0.00100747866330186,0,0,2.53375266504518,2.29571024432785,0.0457040876835583,0,0,40.5809402731479,42.0457223397204
MNXR96085_c,0.01,0.02,0.11,1.1,0.05,0,0,0.0522042182460748,1.6243775778786,0.0035203829372568,0,0,0.0941116099888067,38.7370497047807,0.0261801332720309
MNXR96085_c,30.57,17.27,4.34,3.35,0.11,1.82450926015579,1.89689895459228,1.98776505865334,1.92360942072096,0.116335183406906,5.83565026239568,2.765710292611,8.97267060863653,15.395794796895,0.245511472017712
MNXR96085_c,0.1,0.12,0.21,0.16,0.02,0.0669478761425205,0.0649785781352707,0,0.408452747360992,0,0.982386763835606,0,0,0.181269169508183,0
MNXR97512_c,20.33,35.92,38.06,0.64,2.07,0.875397451767689,1.18815561597906,2.78178936625379,2.1315384760668,0.206081088669056,19.4058597477374,7.25273678132255,116.028573272292,9.80501416885172,0.239523387334353
MNXR97512_c,0.09,0.13,0.27,0.17,0.04,0.0341687196471503,0.0266526709495656,0.0192614774628267,0.19624041586189,0,0,0,0,0,0
MNXR97512_c,0.03,0.08,0.14,24.24,6.23,0,0.000248292913664928,0.000610007955524059,0.73738168680491,0.290783828727238,0,0,0,0.0926713169957565,0.372405041824619
MNXR97512_c,0.02,0.07,0.43,0.74,0.06,0.00273602698617776,0.250413139997687,0.0192107609469545,0.651979426327431,0.160206097649019,0,0.0287097954250277,0,7.13472942268368,0.344055869090565
MNXR97512_c,1.04,1.49,3.32,0.57,0.02,0.167868518930497,0.152677311776114,0.116874681983677,0.4104114164831,0,3.01000658279596,0.726348157655414,0.0445736244840364,0.610944237972024,0
MNXR97512_c,9.49,16.98,27.91,1.65,0.28,0.406855795366551,0.635329539981984,1.72517175384173,4.25968232019343,0.139036920573661,37.2089931396807,194.782912051801,162.447263443115,49.1042347418157,0.571109573944945
MNXR97512_c,1.68,5.35,10.86,1.62,4.77,0.270509773128114,1.03487122643278,0.86392427061908,2.43677292539494,1.37731302999141,4.70313528561869,4.58158068674953,2.89728559146237,306.582926691416,11.6431955669006
MNXR97512_c,0.03,0.03,3.89,0.38,0.01,0.00594410870055435,0.0252472251521681,1.09850739983633,2.3679981962196,0.0508351576928606,0,0,1.98125212502513,14.9806020800691,0.0751565730666465
MNXR97512_c,1.22,2.41,4.47,25.38,2.1,0.00233563125646918,0.0155159580298029,0.160898201451986,0.712357601300213,1.61235263722323,0,0.0554992031962073,0,0.827533165146053,69.5396875089633
MNXR97512_c,35.32,19.95,5.69,6.22,0.2,1.73741764129778,1.80825119572488,2.15785595040482,2.20951115447069,0.200045494046109,129.872597990767,30.3858137499235,55.8756471149151,25.8742036302333,0.7759476289523
MNXR97512_c,0.06,0.16,0.3,33.77,84.03,0.00100848614196516,0.00305110690418281,0.0109478831274551,2.53628641771023,1.95168271277152,0,0,0,23.1709286240895,30.7053561742553
MNXR97512_c,0.01,0.02,0.11,1.1,0.05,0,-8.23063505617506e-10,0.0522564224643209,1.62600195545648,0.00352390332019406,0,0,0,50.043763492803,0
MNXR97512_c,30.57,17.27,4.34,3.35,0.11,1.82633376941594,1.89879585354687,1.989752823712,1.92553303014168,0.116451518590313,103.374850659701,25.16888864948,46.9320015386767,22.4537332142962,0.3325489838367
MNXR97512_c,0.1,0.12,0.21,0.16,0.02,0.067014824018663,0.0650435567134059,0.00519396217389419,0.408861200108353,0.000177743759325494,0.613991727397254,0.121569683191692,0,0.241692226010911,0
MNXR97804_c,20.33,35.92,38.06,0.64,2.07,0.228827669559974,0.310582216260821,0.727155849724243,0.557181176471168,0.0538693083527923,0,0,0,0,0
MNXR97804_c,0.09,0.13,0.27,0.17,0.04,0.008931655527346,0.00696697090975357,0.00503492326965359,0.051296970244178,0,0.340211809607003,0.0388624397088196,0,0.077262268970701,0
MNXR97804_c,0.03,0.08,0.14,24.24,6.23,0,6.49034203691958e-05,0.000159455226416009,0.192750541627745,0.0760104861386305,0,0,0,0.157099946907092,0.42087680917322
MNXR97804_c,0.02,0.07,0.43,0.74,0.06,0.000715193627570443,0.0654576445672319,0.00502166604337617,0.170426510182653,0.0418776498609812,0.106425232748857,0.2370608822238,0,9.11179692061134,0.263048005733263
MNXR97804_c,1.04,1.49,3.32,0.57,0.02,0.0438805960672865,0.0399096357635745,0.0305508784094395,0.107280970266701,0,4.0396620036362,0.467443993117352,0,0.154887271598541,0
MNXR97804_c,9.49,16.98,27.91,1.65,0.28,0.106351535879732,0.166074253178507,0.4509574836266,1.11347500090091,0.0363440565807235,0,0,0,0,0
MNXR97804_c,1.68,5.35,10.86,1.62,4.77,0.0707108763603419,0.270513891217185,0.225828596054134,0.636969034624216,0.360027699727824,2.73371252361335,2.88441030516941,1.64769368103436,62.0173953498469,6.25896199049446
