M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14
2.81000000025208	2.81000000025174	2.81	2.81000000025174	2.81000000000012	2.81000000025174	2.80999999990906	2.80999999999973	31.2763336955863	2.81000000000022	2.81000000025174	2.80999999999684	2.81000000076189	2.81000000025174
2.81000000000005	2.81000000025174	2.81000000025174	2.80999999999971	2.80999999999971	2.80999999999978	2.80999999999999	2.80999999999999	2.80999999999995	31.2763336955865	2.81000000000005	2.81000000025174	2.81000000000024	2.80999999999961
2.81000000000005	2.81000000000005	2.8099999999999	2.80999999999981	2.80999999999999	2.81000000025174	2.80999999999999	2.81	2.81000000000009	31.2763336955865	2.80999999974194	2.80999999999949	2.81000000000023	2.80999999999968
2.81000000000005	2.80999999974194	2.80999999999281	2.81	2.81	2.81000000025174	2.80999999999999	2.80999999999996	2.80999999999968	31.2763336955865	2.81000000000005	2.80999999999684	2.80999999999996	2.81000000000005
2.81000000000005	2.81000000025174	2.80999999999985	2.81000000025174	2.80999999999999	2.81000000000033	2.80999999999999	2.80999999999947	31.2763336955862	2.80999999999999	2.80999999999985	2.81000000025174	2.81	2.81000000000005
2.81000000000005	2.80999999999999	2.8099999999999	2.80999999999991	2.80999999999996	31.2763336955865	2.81000000025174	2.81000000000015	2.81000000000009	2.80999999999999	2.81000000000005	2.80999999999944	2.80999999999996	2.81000000000005
2.81000000000005	2.81000000025174	2.80999999999991	2.81000000025174	31.2763336955862	2.81000000000006	2.81000000000005	2.81	2.81000000000005	2.81	2.81000000000005	2.81000000025174	2.81	2.81000000000005
31.2763336955864	2.80999999999982	2.8099999999999	2.80999999999999	2.80999999999999	2.81000000000155	2.81000000000005	2.81	2.80999999999999	2.80999999999999	2.80999999999684	2.80999999999997	2.81	2.81000000000005
2.81000000000005	2.81000000000038	2.80999999999996	2.81	2.81000000025174	2.81000000000196	2.80999999999999	2.80999999999999	2.81000000000025	2.81000000000012	2.80999999974194	31.2763336955864	2.81	2.81000000000005
2.80999999999998	2.81000000025174	2.81000000000001	2.81000000025174	2.81000000025174	2.81000000025174	2.81000000025174	2.8100000000038	2.80999999999939	2.80999999999986	2.80999999999982	31.2763336955864	2.81000000025174	2.81000000025174
2.81000000000005	2.81000000000005	2.8099999999999	2.80999999999816	2.80999999999996	2.80999999999953	2.81000000025174	2.80999999999999	31.2763336955863	2.80999999999999	2.81000000000005	2.81000000025174	2.80999999999996	2.81000000000005
2.81	2.80999999999659	2.80999999999999	2.81000000025174	2.81000000000025	2.81000000025174	2.81000000000005	2.80999999999999	2.80999999999995	2.80999999999999	2.81000000000005	2.81000000076155	2.81000000025174	31.2763336955864
2.81000000025174	16.2418063233948	2.8099999999999	2.81000000025174	2.80999999999996	2.81000000000043	2.80999999972664	2.81	2.8099999999999	2.80999999999991	2.81000000000005	2.81000000076155	2.80999999999999	2.81000000025174
31.2763336955864	2.81000000025174	2.80999999999997	2.81000000000002	2.81000000025174	2.81000000025174	2.80999999999999	2.80999999999999	2.80999999999939	2.80999999999999	2.81	2.81000000025174	2.81000000025174	2.81
2.80999999999989	2.81000000076155	2.81	2.81000000025174	2.81	2.80999999999942	2.81	2.80999999999999	2.80999999999999	2.81000000000068	2.81000000025174	31.2763336955864	2.80999999999993	2.81000000025174
