M_1	M_2	M_3	M_4	M_5	M_6	M_7	M_8	M_9	M_10	M_11	M_12	M_13	M_14
2.81	2.81000000000014	2.81	2.81	2.81	2.81000000000011	2.81000000078297	2.81000000000117	2.81000000000053	22.5582454611043	2.81000000000001	2.80999999999889	2.8109231108876	2.80999999999999
2.80999999999998	2.81000000000062	2.80999999999933	2.81	2.81000000000013	2.80999999999991	44.2201734819311	2.81000000000058	2.80999999999984	2.80999999999899	2.81000000000001	2.80999999999957	2.81185640095493	2.81000000000078
2.81000000000005	2.81000000000143	2.81	2.81000000000037	15.7712629053905	2.81000000000093	2.8100000002042	2.80999999999986	2.80999999999996	2.81	2.81000000000001	2.80999999999916	2.81000000000008	2.81000000000001
2.81000000000019	2.81000000000002	2.80999999999993	33.2650402197392	2.80999999999908	2.81000000000006	2.81000000020816	2.80999999999947	2.81000000000045	2.80999999999995	2.81000000000001	2.80999999999976	2.80999999979814	2.80999999999998
4.24962303382449	2.8100000000005	2.81	2.8100000000002	2.80999999999997	2.80999999999962	2.81000000015774	2.81144676336059	2.80999999999993	2.81000000000013	2.81000000000026	2.81000000000025	2.80999999960185	2.81000093862339
2.8099999999999	2.81000000000007	25.7970828225354	2.81000000000287	2.81000000000047	2.80999999999991	2.81000000060783	2.80999999999981	2.80999999999974	2.8100000000001	2.8099999999999	2.81000000000065	2.8099999999984	2.81000000000038
2.81000000000029	2.81	2.81000000000008	2.8099999999998	2.80999999999928	2.81000000000026	2.8100000002042	2.80999999999983	16.6846336819411	2.81000000000006	2.81000000000026	2.80999999999997	2.81039554470051	2.80999999999985
2.81000000000006	2.80999999974227	2.81	2.81000000000023	2.81000000000028	2.80999999999991	3.69720780279706	21.4174628708977	2.81000000025208	2.81000000000203	2.81000000000026	2.81000000000008	2.81000000000019	2.81
2.8099999999999	2.80999999999999	2.80999999999996	2.81000000000003	2.81000000000037	27.0587759754738	2.81000000116293	2.81000000000011	2.80999999999993	2.81000000000034	2.81000000000026	2.81000000000082	2.81000000000008	2.81
2.8099999999999	2.81000000000019	2.81000000000012	2.81000000000016	2.80999999999908	2.81000000000025	44.2201734819311	2.81144654710626	2.80999999999985	2.8100000000013	2.80999999999999	2.81000000000011	2.81039574898623	2.80999999999997
