ModelID,Max_growth_rate,Min_growth_rate
KG_14,0.00921724191600359,0.00921405454697319
KG_3,0.0230536280164704,0.0229016733360034
KG_7,0.00364054743697597,0.00363047562203812
KG_4,2.76410112466718e-07,0
KG_6,2.14844953775058,2.14676031647832
KG_2,0.911796555480194,0.911635644746609
KG_5,2.19367381484122e-05,0
KG_1,0.207154013350147,0.207124051911135
KG_12,15.0945406707776,15.0923981584569
KG_10,7.77414042181632e-07,0
KG_13,12.6946924195158,12.6649902844893
KG_8,NA,0.00436603453078142
KG_9,2.8034457781979,2.80241803840833
KG_11,16.2453755123659,16.2387763195173
KG_14,2.05111782700205e-05,0
KG_3,0.0160487655562804,0.0157981322236036
KG_7,0.889373093436955,0.888876134996394
KG_4,2.02455889143108e-06,0
KG_6,11.5684092607886,11.5672550426768
KG_2,0.975284233727865,0.972977141567192
KG_5,1.72499368754126e-06,0
KG_1,0.13656990561218,0.136263105419488
KG_12,15.5749828455476,15.5748918126501
KG_10,0.00269011853362424,0.00268279138620431
KG_13,16.3023687393267,16.3017665931067
KG_8,0.0402648180833493,0.039220513142396
KG_9,16.0338567159259,16.0337532236406
KG_11,19.4188110553823,19.4183265991555
KG_14,0.472899978804422,0.471248118451398
KG_3,0.00877694672388418,NA
KG_7,0.170843332223978,0.170532489120156
KG_4,0.37026696298672,0.368987795251617
KG_6,9.69968283665757,9.69898374967556
KG_2,1.09010138049741,1.07984584572208
KG_5,4.77289783872888,4.77192378725309
KG_1,0.0686729733144542,0.0686828829732163
KG_12,20.6239127778323,20.6231883244997
KG_10,0.00782030342097285,0.00767397252631375
KG_13,31.6752057100351,31.6750439274372
KG_8,1.24897864621312,1.24827858759732
KG_9,19.3166184307945,19.3149526734047
KG_11,19.2014502248137,19.2014132785137
KG_14,28.325818577878,28.3258185782328
KG_3,0.0946186048688708,0.0946186062932683
KG_7,6.73924247717137,6.73924247745131
KG_4,15.3684598984518,15.3684598990235
KG_6,22.498592634951,22.4985926354893
KG_2,3.71256601075728,3.71256601123591
KG_5,21.8188569942736,21.8188569948031
KG_1,1.81019870920617,1.81019871671256
KG_12,21.1899310540846,21.1899310540809
KG_10,5.81889638291358,5.81889638896156
KG_13,27.5774527859461,27.5774527863719
KG_8,4.57841942808705,4.57841942902657
KG_9,38.9363657344758,38.9363657348532
KG_11,17.2722876805013,17.272287680848
KG_14,17.5032686250749,17.5030045246409
KG_3,0.000787188863854241,0.000782336367667708
KG_7,0.798507843997271,0.794901644530368
KG_4,0.00330875624415033,0.00330490277242067
KG_6,12.5918250304638,12.5909811251442
KG_2,6.45292233020183e-07,0
KG_5,0.0431010038958861,0.04274363327206
KG_1,0.00127622805624696,0.00127424858597392
KG_12,1.5130677268195,1.48377212975637
KG_10,1.82302356035968,1.82285432100037
KG_13,0.840431480300558,0.840396274272977
KG_8,17.1331405822511,NA
KG_9,0.635595513209047,0.635482328783933
KG_11,0.671470541911409,0.670923314029584
