ModelID,Max_growth_rate,Min_growth_rate
KG_8,NA,0.674072566656109
KG_2,1.42347877465709,1.42180666791683
KG_3,0.0157885374860682,0.0149921835060594
KG_9,0.318571501856094,0.317908199732875
KG_4,0.000333211411048337,0.000295059047895188
KG_11,NA,5.60471351216952
KG_7,0.000123138802975383,NA
KG_6,0.213668247878976,0.213216926900135
KG_14,0.000311649132755979,0.000306544385934318
KG_10,NA,0
KG_5,NA,0
KG_12,0.49657019068454,NA
KG_13,0.572299461034947,NA
KG_1,NA,NA
KG_8,NA,3.51554329958395
KG_2,0.917427271978325,0.905278151786466
KG_3,NA,0.00865817477926316
KG_9,1.52638470256385,NA
KG_4,NA,0.000753722445249719
KG_11,NA,6.1965043897136
KG_7,0.162083657346966,0.162005363729478
KG_6,NA,0.949762272437398
KG_14,0.00118633697958777,0.00115463501626263
KG_10,NA,0
KG_5,6.73413903979079e-07,0
KG_12,NA,NA
KG_13,1.71438006258546,NA
KG_1,0.000863694064607926,0.000577352954930972
KG_8,7.78502076633819,7.71278354580538
KG_2,NA,0.792433319031128
KG_3,0.00253504544888472,0.00252481997092031
KG_9,4.82774759696797,4.82494087557645
KG_4,0.0166494310821276,0.0149513511931817
KG_11,5.84457172317198,5.84290890798984
KG_7,0.00240177633248453,0.00235936850545438
KG_6,0.543771035621485,0.541889752571452
KG_14,0.000634704731860322,0.000450332349253277
KG_10,1.48095481010299e-05,0
KG_5,0.117569433907523,0.117389893307818
KG_12,2.19199141491374,2.19119129448011
KG_13,9.95940496134115,9.95786345978421
KG_1,2.1029765272504e-06,0
KG_8,8.71000815588235,8.7100068903613
KG_2,2.16861406624853,2.16736689668732
KG_3,0.0255382603255169,0.0255212087103303
KG_9,14.4103273489009,14.4102974431652
KG_4,8.6951813293408,8.69513114809138
KG_11,5.0550000240948,5.05499657231483
KG_7,4.01492508286859,4.01490745546335
KG_6,25.5763328777684,25.5763149903592
KG_14,25.7956280607481,25.7955943461783
KG_10,0.859045239426633,0.858845338291794
KG_5,4.02828381700376,4.02826502159176
KG_12,5.42176420904693,5.42176379818123
KG_13,8.10972005604012,8.10971485660705
KG_1,0.0369197113617877,0.0369178204768099
KG_8,11.60640301121,11.5909875520713
KG_2,2.73364585566311e-05,0
KG_3,0.0015448341838738,0.00151994635556136
KG_9,0.494278601178645,0.49394429182992
KG_4,0.0273707997607454,0.0273216806197343
KG_11,0.349005344039017,0.345727008901551
KG_7,0.47812984749956,0.473165283548049
KG_6,3.44218552132033,3.44197163758193
KG_14,7.16807461098121,7.1672430781272
KG_10,1.55126006920198,1.54510613727238
KG_5,0.00139152399521596,0.00133851689135152
KG_12,NA,0.00770991916089731
KG_13,0.0455680521573659,0.0454534312240355
KG_1,9.47432729378588e-07,0
