id	ec_numbers
MNXR122977	4.1.1.M23
MNXR122978	1.4.3.M4
MNXR122979	1.2.1.3;1.2.1.8
MNXR122980	
MNXR122981	2.3.1
MNXR122982	
MNXR122984	1.14.13.-;1.14.13.148;1.14.13.M46
MNXR122985	1.14.13.245
MNXR122988	2.1.3.10
MNXR122991	2.8.1.7
MNXR122992	2.8.1
MNXR122993	2.7.7.73
MNXR122994	1.1.1.213
MNXR122995	1.17.99.-;1.3.99
MNXR122997	1.1.1;1.1.1.-
MNXR122998	1.2.1;1.2.1.-
MNXR122999	1.11.2.3
MNXR123000	3.3.2;3.3.2.-
MNXR123001	1.14.14.80
MNXR123002	2.1.1
MNXR123003	2.1.1
MNXR123004	
MNXR123005	1.13.11
MNXR123007	
MNXR123009	2.4.1.M57
MNXR123011	2.4.1.M58
MNXR123013	
MNXR123014	
MNXR123015	1.14.14.24
MNXR123016	1.17.99;1.17.99.-
MNXR123018	
MNXR123019	
MNXR123020	1.1.1;1.1.1.-
MNXR123021	1.1.1;1.1.1.-
MNXR123022	
MNXR123023	5.1.3.37
MNXR123024	1.1.1.213
MNXR123026	
MNXR123028	
MNXR123032	1.14.12.26
MNXR123033	1.3.1.119
MNXR123037	5.5.1.7
MNXR123038	1.14.11;1.14.11.-
MNXR123039	1.14.13.20
MNXR123040	5.5.1.7
MNXR123041	
MNXR123042	1.14.12;1.14.12.-
MNXR123043	1.14.12;1.14.12.-
MNXR123044	1.3.1;1.3.1.-
MNXR123045	1.3.1;1.3.1.-
MNXR123046	1.14.12.26
MNXR123047	
MNXR123048	1.14.12.26;1.14.12.f
MNXR123049	1.3.1.119
MNXR123050	1.14.12.26
MNXR123051	1.3.1.119
MNXR123052	1.13.11.M6
MNXR123053	1.3.1.32
MNXR123054	5.5.1.7
MNXR123055	3.1.1.45
MNXR123056	5.5.1
MNXR123057	1.3.1.32
MNXR123058	
MNXR123059	
MNXR123060	
MNXR123061	5.5.1.7
MNXR123063	1.14.13;1.14.13.20
MNXR123064	1.14.11;1.14.11.-
MNXR123065	1.13.11.M6
MNXR123066	
MNXR123067	5.5.1.7
MNXR123068	1.14.12.26
MNXR123069	1.3.1.119
MNXR123070	1.14.15.26
MNXR123071	1.1.1.21;1.1.1.90
MNXR123072	1.14.11;1.14.11.-
MNXR123073	1.2.1.28
MNXR123074	1.14.13.1
MNXR123075	
MNXR123076	1.14.13.1
MNXR123077	2.3.1.21
MNXR123078	3.1.3
MNXR123079	3.1.3;3.1.3.-
MNXR123080	1.1.3.41
MNXR123081	2.4.1;2.4.1.-;2.4.1.n2
MNXR123082	2.4.1.246
MNXR123085	1.14.13.105
MNXR123086	1.2.1.18
MNXR123087	2.5.1.87
MNXR123088	3.1.4
MNXR123089	1.3.1.94
MNXR123090	2.4.1
MNXR123091	1.14.16.2
MNXR123092	
MNXR123093	
MNXR123094	3.2.1.26
MNXR123095	3.2.1.183
MNXR123101	3.6.4.10;5.6.1.7
MNXR123102	3.5.4;3.5.4.-
MNXR123103	1.8.1.4
MNXR123104	2.3.1.12
MNXR123105	1.2.4.1
MNXR123106	
MNXR123107	6.3.1.20
MNXR123108	2.3.1.61
MNXR123110	3.1;3.1.3.5;3.1.4.1;3.1.4.16;3.1.4.17;3.1.4.39;3.1.4.4;3.6.1.9;3.6.2.1
MNXR123111	1.1.1
MNXR123112	2.4.2.29
MNXR123113	2.4.99.-;2.4.99.17
MNXR123115	
MNXR123117	2.7.1.192
MNXR123120	
MNXR123122	
MNXR123123	2.3.1.251
MNXR123124	2.1.2.13
MNXR123125	3.2.2.28
MNXR123126	1.1.1;1.1.1.274
MNXR123127	2.5.1.145
MNXR123128	2.4.2.43
MNXR123130	2.8.1.13
MNXR123132	
MNXR123133	1.97.1.9
MNXR123134	2.3.1.179;2.3.1.41
MNXR123135	1.1.1.100
MNXR123136	4.2.1.59
MNXR123137	1.3.1.9
MNXR123138	6.1.1.11
MNXR123140	2.9.1.3
MNXR123141	1.3.8.-;1.3.8.4
MNXR123143	2.7.1.195
MNXR123144	3.2.2.27
MNXR123145	3.2.2
MNXR123146	3.6.1;3.6.1.-
MNXR123147	
MNXR123148	3.1.25;3.1.25.-
MNXR123149	3.1;3.1.-.-
MNXR123150	
MNXR123151	3.2.2.31
MNXR123153	1.6.5.10
MNXR123155	3.13.1;4.4.1.-
MNXR123157	
MNXR123158	3.1.21;3.1.21.-
MNXR123159	
MNXR123162	1.-.-.-;1.6;1.6.-.-
MNXR123163	
MNXR123164	4.1.1.41;4.1.1.9;4.1.1.M5
MNXR123169	1.17.98.4
MNXR123170	3.4.23.51
MNXR123172	1.13.12
MNXR123173	3.4
MNXR123175	1.2.1.-;1.2.1.99
MNXR123176	3.9.1;3.9.1.-
MNXR123177	1.12.99.6
MNXR123178	3.1.13.1
MNXR123181	2.7.8.42
MNXR123183	
MNXR123187	3.1.11
MNXR123188	3.5.1;3.5.1.-
MNXR123189	2.1.3.15
MNXR123190	
MNXR123191	6.5.1
MNXR123192	2.8.4.3
MNXR123193	3.1.2;3.1.2.20
MNXR123194	6.3.1.20
MNXR123195	5.99.1;5.99.1.-
MNXR123196	1.3.1
MNXR123201	2.7.1;2.7.1.-
MNXR123202	2.4.1;2.4.1.44
MNXR123205	2.4.1.M47
MNXR123206	
MNXR123207	2.7.7;2.7.7.-
MNXR123208	1;1.1.1;1.1.1.149;1.1.1.153;1.1.1.184;1.1.1.188;1.1.1.19;1.1.1.2;1.1.1.209;1.1.1.21;1.1.1.213;1.1.1.50;1.1.1.62;1.1.1.65;1.1.1.91;1.1.1.n11;1.3.1.20
MNXR123209	2.1.1.61
MNXR123210	3.2.1.196;3.2.1.33
MNXR123211	2.4.1.1
MNXR123213	3.1.3;3.1.3.-;3.1.3.104;3.1.3.2;3.1.3.29
MNXR123215	3.2.2.20
MNXR123216	4.2.2.M5
MNXR123217	5.4.3;5.4.3.-
MNXR123218	2.6.1
MNXR123219	
MNXR123220	2.7.7;2.7.7.-
MNXR123221	2.4.1;2.4.1.-
MNXR123222	2.7.1
MNXR123224	3.2.1.52
MNXR123225	3.4.17.13
MNXR123226	4.1.2;4.1.2.-;4.1.2.5
MNXR123228	
MNXR123230	
MNXR123231	
MNXR123232	
MNXR123235	
MNXR123236	1.1.5.3
MNXR123237	
MNXR123238	
MNXR123239	
MNXR123241	7.1.1.7
MNXR123242	1.10.3.-;7.1.1.7;7.1.1.g
MNXR123243	7.1.1.3
MNXR123244	
MNXR123245	5.1.2;5.1.2.-
MNXR123246	1.2.1.16
MNXR123247	
MNXR123248	
MNXR123249	1.6.5.-;1.6.5.3;1.6.5.9
MNXR123251	3.2.1.-;5.4.1;5.4.1.-
MNXR123252	1.1.3.15;1.1.3.M4
MNXR123254	2.7.4.29
MNXR123255	1.6.5
MNXR123257	3.1.2;3.1.2.-
MNXR123259	4.2.1.17
MNXR123262	3.4
MNXR123263	1.1.1;1.1.1.-
MNXR123265	3.5.1
MNXR123266	2.3.1.193
MNXR123267	
MNXR123268	2.4.1.M62
MNXR123269	
MNXR123270	2.1.1
MNXR123271	1.2.1.99
MNXR123272	
MNXR123274	6.2.1
MNXR123275	2.3.1.51
MNXR123276	2.7.7.41
MNXR123277	1.8.4;1.8.4.2;2.5.1.18
MNXR123279	2.5.1.75
MNXR123280	1.8.4
MNXR123282	2.8.4.4
MNXR123283	
MNXR123284	1.7.5.1
MNXR123285	1.1.5
MNXR123286	
MNXR123287	1.1.5.2
MNXR123288	
MNXR123289	1.7.1.4
MNXR123290	2.8.1
MNXR123292	
MNXR123296	3.1.26.5
MNXR123299	3.1.13.5
MNXR123302	1.1.1;1.1.1.-
MNXR123303	
MNXR123304	1.3.5.2
MNXR123305	2.1.1.171
MNXR123307	3.1.26.12
MNXR123308	3.1.26.12
MNXR123311	4.6.1.21
MNXR123312	4.6.1.21
MNXR123313	3.1.26.1
MNXR123314	3.1.26.1
MNXR123316	2.5.1.18
MNXR123318	1.16.1.9
MNXR123319	2.7.7
MNXR123320	
MNXR123321	4.1.2.-;4.1.2.48
MNXR123322	6.5.1.8
MNXR123323	2.1.1.265
MNXR123324	
MNXR123325	
MNXR123326	
MNXR123327	
MNXR123328	2.3.1.51
MNXR123329	
MNXR123330	
MNXR123331	1.6.5
MNXR123332	3.1.1.4
MNXR123333	6.3.2
MNXR123334	2.1.1.242
MNXR123335	4.7.1.1
MNXR123336	3.1.1.v
MNXR123339	
MNXR123340	2.1.1.-;2.1.1.264
MNXR123341	3.1.1.32
MNXR123343	3.4.13.18
MNXR123344	3.4.13.18
MNXR123345	3.4.13.18
MNXR123346	3.4.11.1;3.4.11.2;3.4.13.18;3.4.13.19
MNXR123347	3.4.13.18
MNXR123348	3.4.13.18
MNXR123349	3.4.13.18
MNXR123350	3.4.13.18
MNXR123351	3.4.13.18
MNXR123352	3.4.13.18
MNXR123353	3.4.13.18
MNXR123355	3.2.1.86
MNXR123356	2.1.1.266
MNXR123357	6.3.2
MNXR123358	1.14.13
MNXR123359	3.5.1.105
MNXR123360	3.2.1.86
MNXR123361	
MNXR123362	2.1.1
MNXR123363	1.5.5.2
MNXR123364	1.8.5.7
MNXR123366	3.1.1.106
MNXR123367	2.3.1.280
MNXR123371	3.1.2;3.1.2.-;3.1.2.20;3.1.2.23
MNXR123373	
MNXR123374	
MNXR123375	
MNXR123376	2.3.1.286
MNXR123377	
MNXR123378	
MNXR123379	
MNXR123381	
MNXR123382	1.14.11.47
MNXR123383	3.1.2
MNXR123384	2.1.1
MNXR123385	
MNXR123386	
MNXR123388	1.7.5.1
MNXR123389	
MNXR123391	
MNXR123392	1.1.1.2
MNXR123393	2.3.1
MNXR123394	2.1.1.M28
MNXR123395	2.1.1.M27
MNXR123396	
MNXR123397	4.2.1
MNXR123398	
MNXR123399	3.2.1
MNXR123400	1.17.4.1
MNXR123402	1.1.99.14
MNXR123403	1.1.98.6
MNXR123404	1.1.99.1
MNXR123405	
MNXR123407	6.2.1.3
MNXR123408	1.1.98.6
MNXR123410	3.1.3
MNXR123411	3.1.3;3.1.3.-
MNXR123412	5.4.99
MNXR123413	1.1.98.6
MNXR123414	1.1.98.6
MNXR123415	1.17.4.1
MNXR123416	1.17.4.1
MNXR123418	2.3.1.181
MNXR123419	2.8.1.8
MNXR123421	3.5.-.-
MNXR123422	1.14.11.33
MNXR123424	1.14.11.33
MNXR123426	5.5.1.M9
MNXR123427	2.4.1.M35
MNXR123428	2.5.1.149
MNXR123429	2.5.1.149;2.5.1.cb
MNXR123430	2.3.1;2.3.1.-
MNXR123431	1.3.1
MNXR123432	4.2.1;4.2.1.-
MNXR123433	3.1.2
MNXR123434	1.1.1;1.1.1.-
MNXR123435	
MNXR123436	1.13.12
MNXR123437	1.14.11;1.14.11.-
MNXR123438	
MNXR123440	1.14.14
MNXR123443	1.14.11;1.14.11.-
MNXR123444	1.14.14
MNXR123445	1.14.11;1.14.11.-
MNXR123447	2.4.1
MNXR123449	2.4.1;2.4.1.-
MNXR123450	2.4.1
MNXR123452	1.14.11;1.14.11.-
MNXR123453	
MNXR123454	2.3.1.293
MNXR123455	4.2.1.M2
MNXR123456	2.3.1.294
MNXR123457	1.1.1.100;1.1.1.M9
MNXR123458	1.1.1.100;1.1.1.M9
MNXR123459	1.3.1.10;1.3.1.118
MNXR123460	4.2.1.M2
MNXR123461	4.2.1.M1
MNXR123462	1.3.1.10;1.3.1.118;1.3.1.al
MNXR123463	1.3.1.10;1.3.1.118
MNXR123464	2.3.1;2.3.1.-
MNXR123465	2.3.1;2.3.1.-
MNXR123466	2.3.1;2.3.1.-
MNXR123467	2.3.1;2.3.1.-
MNXR123468	2.3.1.294
MNXR123469	1.1.1.100;1.1.1.M9
MNXR123470	4.2.1.M1
MNXR123471	4.2.1.M2
MNXR123472	3.13.1
MNXR123473	2.3.1.293
MNXR123474	1.3.1.10;1.3.1.118
MNXR123475	3.6.3.-;7.5.2
MNXR123476	2.3.1.293
MNXR123477	3.1.3.12
MNXR123478	3.1.3.12
MNXR123479	3.1.3.12
MNXR123480	3.1.3.12
MNXR123481	3.1.3.12
MNXR123482	1.1
MNXR123483	1.1
MNXR123484	1.1
MNXR123485	1.1
MNXR123486	1.1
MNXR123487	1.1.1.100
MNXR123488	1.1.1.100;1.1.1.M9
MNXR123489	2.3.1;2.3.1.-
MNXR123490	2.3.1
MNXR123491	2.3.1
MNXR123492	2.3.1
MNXR123493	2.3.1
MNXR123494	1.3.1.10;1.3.1.118
MNXR123495	2.3.1.294
MNXR123496	2.3.1
MNXR123497	1.1.1.100;1.1.1.M9
MNXR123498	1.1.1.100;1.1.1.M9
MNXR123499	3.5.1.115
MNXR123500	4.2.1.M1
MNXR123501	1.3.1.10;1.3.1.118
MNXR123502	1.3.1.10;1.3.1.118
MNXR123503	2.3.1.294
MNXR123504	1.1.1.100;1.1.1.M9
MNXR123505	1.3.1.10;1.3.1.118
MNXR123506	4.2.1.M1
MNXR123507	2.3.1.293
MNXR123508	4.2.1.M2
MNXR123509	2.3.1.293
MNXR123510	1.1.1.100;1.1.1.M9
MNXR123511	1.3.1.10;1.3.1.118
MNXR123512	1.1.1.100;1.1.1.M9
MNXR123513	2.1.1
MNXR123514	2.1.1.79
MNXR123515	2.3.1.293
MNXR123516	1.1.1.100;1.1.1.M9
MNXR123517	1.1.1.100;1.1.1.M9
MNXR123518	4.2.1.M1
MNXR123519	4.2.1.M1
MNXR123520	1.3.1.10;1.3.1.118
MNXR123521	4.2.1.M1
MNXR123522	1.3.1.10;1.3.1.118
MNXR123523	1.1.1.100;1.1.1.M9
MNXR123524	
MNXR123525	
MNXR123526	
MNXR123527	
MNXR123528	
MNXR123529	4.2.1.M1
MNXR123530	2.3.1
MNXR123531	2.3.1
MNXR123532	2.3.1
MNXR123533	1.3.1.10;1.3.1.118
MNXR123534	5.3.3.14
MNXR123535	2.3.1.293
MNXR123536	4.2.1.M1
MNXR123537	4.2.1.M1
MNXR123538	2.3.1.294
MNXR123539	2.3.1.-;4.2.1.59
MNXR123540	2.1.1
MNXR123541	2.3.1.293
MNXR123542	2.1.1
MNXR123543	2.3.1.294
MNXR123544	1.3.1.10;1.3.1.118
MNXR123545	1.3.1.10;1.3.1.118
MNXR123546	1.1.1.100;2.3.1.-
MNXR123547	4.2.1.M1
MNXR123548	1.1.1.100;1.1.1.M9
MNXR123549	2.1.1
MNXR123550	4.2.1.M1
MNXR123551	1.1.1.100;1.1.1.M9
MNXR123552	2.1.1.79
MNXR123553	2.1.1
MNXR123554	
MNXR123556	1.3.1.10;1.3.1.118
MNXR123557	2.3.1.294
MNXR123558	4.2.1.M1
MNXR123559	1.1.1.100;1.1.1.M9
MNXR123560	1.3.1.9;2.3.1.-
MNXR123561	1.3.1.10;1.3.1.118
MNXR123562	6.2.1
MNXR123563	1.1.1.100;1.1.1.M9
MNXR123564	1.1.1.100;1.1.1.M9
MNXR123565	6.2.1
MNXR123566	6.2.1
MNXR123567	6.2.1
MNXR123568	6.2.1
MNXR123569	4.2.1.M1
MNXR123570	2.3.1.294
MNXR123571	4.2.1.M1
MNXR123572	6.4.1.3
MNXR123573	4.2.1.M2
MNXR123575	2.1.1
MNXR123576	2.3.1.301
MNXR123577	4.2.1.M1
MNXR123578	1.3.1.10;1.3.1.118
MNXR123579	3.6.3.-;7.5.2
MNXR123580	1.3.1.10;1.3.1.118
MNXR123581	3.6.3.-;7.5.2
MNXR123582	3.6.3.-;7.5.2
MNXR123583	3.6.3.-;7.5.2
MNXR123584	1.1.1.100;1.1.1.M9
MNXR123585	2.3.1.-
MNXR123588	1.3.1.10;1.3.1.118
MNXR123591	5.3.3.14
MNXR123592	2.3.1.86
MNXR123593	4.2.1.M2
MNXR123594	2.3.1.294
MNXR123595	2.3.1
MNXR123596	2.3.1.294
MNXR123597	2.3.1.294
MNXR123598	
MNXR123599	1.3.1.10;1.3.1.118
MNXR123600	1.1.1.100;1.1.1.M9
MNXR123601	1.1.1.100;1.1.1.M9
MNXR123602	1.1.1.100;1.1.1.M9
MNXR123603	4.2.1.M2
MNXR123604	4.2.1.M2
MNXR123605	2.3.1.294
MNXR123606	5.3.3.14
MNXR123607	1.3.1.10;1.3.1.118
MNXR123608	1.3.1.10;1.3.1.118
MNXR123609	1.1.1.100;1.1.1.M9
MNXR123610	1.1.1.100;1.1.1.M9
MNXR123611	4.2.1.M2
MNXR123612	2.3.1.294
MNXR123613	
MNXR123614	
MNXR123615	
MNXR123616	
MNXR123617	
MNXR123618	2.3.1.294
MNXR123619	1.3.1.10;1.3.1.118
MNXR123620	2.3.1.293
MNXR123621	1.1.1.100;1.1.1.M9
MNXR123622	2.3.1.122
MNXR123623	1.1.1.100;1.1.1.M9
MNXR123624	2.3.1.294
MNXR123625	4.2.1.M2
MNXR123626	2.3.1.294
MNXR123627	4.2.1.M1
MNXR123628	1.3.1.10;1.3.1.118
MNXR123629	2.3.1.294
MNXR123630	1.1.1.100;1.1.1.M9
MNXR123631	1.3.1.10;1.3.1.118
MNXR123632	2.3.1
MNXR123633	2.1.1.64
MNXR123634	
MNXR123635	1.14.13;1.14.13.-
MNXR123636	1.14.19.41
MNXR123637	2.3.1.297
MNXR123639	
MNXR123641	2.3.1.86
MNXR123642	2.3.1.86
MNXR123643	2.1.1.201
MNXR123644	1.14.15.M7
MNXR123645	2.7.1.227
MNXR123646	2.4.1.370
MNXR123647	2.7.1.228
MNXR123648	1.14.-.-;1.14.99.60
MNXR123651	2.7.8
MNXR123652	1.1.1
MNXR123655	2.7.7.69
MNXR123656	5.1.3
MNXR123657	1.1.1;1.1.1.-
MNXR123658	5.2.1;5.2.1.-
MNXR123659	1.14.14
MNXR123661	2.7.7;2.7.7.-
MNXR123662	2.7.8
MNXR123663	2.7.7
MNXR123664	3.1.3
MNXR123665	
MNXR123666	
MNXR123667	
MNXR123668	
MNXR123673	1.1
MNXR123674	
MNXR123675	1.1;1.1.-.-
MNXR123676	
MNXR123677	1.14.14.1
MNXR123678	
MNXR123679	
MNXR123680	
MNXR123681	1.14.14.1
MNXR123682	2.4.1.17
MNXR123683	1.14.14.1
MNXR123684	
MNXR123685	
MNXR123686	
MNXR123687	
MNXR123688	2.4.1.17
MNXR123689	1.14.14.1
MNXR123690	
MNXR123691	1.14.14
MNXR123692	1.1.1.170
MNXR123693	1.14.14.1
MNXR123694	1.1
MNXR123695	1.1
MNXR123696	
MNXR123698	1.1.1.270
MNXR123699	1.14.14
MNXR123700	
MNXR123701	
MNXR123702	
MNXR123703	1.1.1.170
MNXR123704	1.1.1.270
MNXR123706	2.5.1.21
MNXR123707	
MNXR123708	
MNXR123709	
MNXR123710	
MNXR123711	
MNXR123712	
MNXR123713	1.1.1.170
MNXR123715	
MNXR123716	
MNXR123717	
MNXR123718	1.1.1.170
MNXR123720	
MNXR123721	2.3.2.2
MNXR123722	1.14.14.19
MNXR123723	1.14.14.32
MNXR123724	
MNXR123725	
MNXR123726	
MNXR123727	
MNXR123728	
MNXR123729	
MNXR123730	1.1.1.145
MNXR123731	5.3.3.1
MNXR123732	1.1.1.145
MNXR123733	5.3.3.1
MNXR123734	1.14.14.19
MNXR123736	1.14.15.4
MNXR123738	1.14.15.4
MNXR123739	1.14.15.5
MNXR123740	6.2.1.3
MNXR123741	1.14.11
MNXR123742	4.1.2
MNXR123743	1.2.1.3
MNXR123744	6.2.1
MNXR123745	4.1.2
MNXR123746	1.2.1.3
MNXR123747	6.2.1.3
MNXR123748	1.1.1.1
MNXR123749	1.2.1.3
MNXR123750	6.2.1.3
MNXR123751	1.3.1.38
MNXR123752	6.2.1.3
MNXR123754	1.1.1.M19
MNXR123755	
MNXR123756	
MNXR123757	
MNXR123758	
MNXR123759	
MNXR123760	
MNXR123761	
MNXR123762	
MNXR123765	3.3.2.6
MNXR123767	1.13.11
MNXR123768	1.13.11.34
MNXR123769	1.13.11.34
MNXR123770	3.3.2
MNXR123771	3.3.2
MNXR123772	1.13.11.34
MNXR123773	1.13.11.34
MNXR123774	3.3.2
MNXR123775	3.3.2
MNXR123776	1.13.11
MNXR123777	1.13.11.34
MNXR123778	1.13.11.34
MNXR123779	1.13.11.34
MNXR123780	1.13.11.34
MNXR123781	3.3.2
MNXR123782	3.3.2;3.3.2.-
MNXR123783	3.3.2
MNXR123784	3.3.2
MNXR123786	4.2.1.22
MNXR123787	
MNXR123788	1.5.5.3
MNXR123789	1.5.1.2
MNXR123790	
MNXR123791	
MNXR123792	1.5.5.1
MNXR123793	4.2.1.22;4.4.1.1
MNXR123794	2.6.1
MNXR123797	1.5.8
MNXR123798	2.7.8.2
MNXR123799	1.14.19
MNXR123800	1.2.3;1.2.3.-;1.2.3.1
MNXR123801	1.14.13.8
MNXR123802	2.1.1.49
MNXR123803	2.4.1.17
MNXR123805	2.4.1.M61
MNXR123806	3.5.1.M15
MNXR123808	2.3.2.22
MNXR123810	1.14.15.11
MNXR123814	2.4.1;2.4.1.-
MNXR123815	5.4.99
MNXR123816	1.2.1;1.2.1.-
MNXR123817	2.3.1.75
MNXR123820	1.14.14.42
MNXR123821	1.14.14.42
MNXR123822	1.14.14.42
MNXR123823	1.14.14.42
MNXR123824	1.14.14.42
MNXR123825	
MNXR123826	
MNXR123827	
MNXR123828	
MNXR123829	
MNXR123830	4.4.1.-;4.4.1.13
MNXR123831	4.4.1.-;4.4.1.13
MNXR123832	4.4.1.-;4.4.1.13
MNXR123833	4.4.1.-;4.4.1.13
MNXR123834	4.4.1.-;4.4.1.13
MNXR123841	2.8.2.-;2.8.2.38
MNXR123842	2.8.2.-;2.8.2.38
MNXR123843	2.8.2.-;2.8.2.38
MNXR123844	2.8.2.-;2.8.2.38
MNXR123845	1.14.13.237
MNXR123846	1.14.13.237
MNXR123847	1.14.13.237
MNXR123848	1.14.13.237
MNXR123849	1.14.13.237
MNXR123850	
MNXR123851	1.14.11.M8
MNXR123852	
MNXR123853	1.14.11.M8
MNXR123854	2.6.1
MNXR123855	2.6.1
MNXR123856	2.6.1
MNXR123857	2.6.1
MNXR123858	2.6.1
MNXR123859	
MNXR123860	4.99.1.M4
MNXR123861	
MNXR123862	
MNXR123863	1.1
MNXR123864	
MNXR123865	
MNXR123867	3.2.1.147
MNXR123868	
MNXR123869	2.5.1
MNXR123870	
MNXR123871	2.5.1.18
MNXR123872	
MNXR123873	3.1.1.1
MNXR123876	1.5.8.3
MNXR123878	4.4.1.16
MNXR123879	6.1.1.11
MNXR123880	1.1.5.8
MNXR123881	1.1.1.140
MNXR123882	1.1.1.123
MNXR123883	1.1.99.12
MNXR123884	
MNXR123885	1.5.99.6
MNXR123886	2.3.1.24
MNXR123887	1.14.14.17
MNXR123888	1.14.14.19
MNXR123889	1.14.14.16
MNXR123890	1.14.99.24
MNXR123892	1.3.5.1
MNXR123893	2.4.1.7
MNXR123895	2.7.1.211
MNXR123896	
MNXR123898	2.7.1.101
MNXR123899	1.4.99.2
MNXR123900	1.14.13.19
MNXR123901	1.14.99;1.14.99.-
MNXR123902	1.21.99.5;1.21.99.M1;1.97.1.-
MNXR123904	2.7.8.-;2.7.8.44
MNXR123908	2.8.1.10
MNXR123909	3.1.2.20
MNXR123910	
MNXR123912	6.1.1.3
MNXR123913	1.8.4
MNXR123914	2.1.1.45
MNXR123915	1.21.99.4;1.97.1.10
MNXR123918	1.3.1.44
MNXR123919	
MNXR123920	
MNXR123923	2.7.1.199
MNXR123924	2.7.1.196
MNXR123925	2.7.1.197
MNXR123926	2.7.1.199
MNXR123927	2.7.1.200
MNXR123928	
MNXR123929	2.7.1.191
MNXR123930	2.7.1.193
MNXR123931	2.7.1.191
MNXR123932	2.7.1.201
MNXR123933	2.7.1.198
MNXR123935	
MNXR123936	
MNXR123939	
MNXR123940	
MNXR123944	1.6.5.8;7.2.1.1
MNXR123946	3.6.3.-;3.6.3.44;7.6.2.2
MNXR123947	7.5.2.6
MNXR123948	
MNXR123949	7.3.2.2
MNXR123952	7.1.1.4;7.1.1.d
MNXR123953	
MNXR123954	
MNXR123955	
MNXR123956	
MNXR123958	
MNXR123959	
MNXR123960	
MNXR123961	
MNXR123962	
MNXR123963	
MNXR123964	7.2.1.2
MNXR123965	
MNXR123966	
MNXR123967	
MNXR123968	
MNXR123969	
MNXR123970	
MNXR123971	
MNXR123972	7.4.2.12
MNXR123973	
MNXR123974	
MNXR123975	
MNXR123976	
MNXR123977	
MNXR123979	3.6.3.22;7.4.2.2
MNXR123980	
MNXR123981	7.5.2.4
MNXR123982	
MNXR123983	
MNXR123984	
MNXR123985	
MNXR123988	
MNXR123989	
MNXR123990	
MNXR123991	
MNXR123992	
MNXR123997	
MNXR123998	
MNXR123999	
MNXR124000	
MNXR124001	
MNXR124002	
MNXR124003	
MNXR124004	
MNXR124006	
MNXR124008	
MNXR124009	
MNXR124011	
MNXR124014	
MNXR124015	
MNXR124016	
MNXR124017	
MNXR124018	7.6.2.13;7.6.2.l
MNXR124019	
MNXR124020	
MNXR124021	
MNXR124022	
MNXR124023	
MNXR124025	
MNXR124026	
MNXR124027	
MNXR124028	
MNXR124029	
MNXR124030	3.6.3.17;7.5.2.9
MNXR124031	3.6.3.17;7.5.2.9
MNXR124032	
MNXR124033	
MNXR124036	
MNXR124037	
MNXR124038	
MNXR124039	
MNXR124040	
MNXR124041	
MNXR124042	
MNXR124043	
MNXR124044	
MNXR124045	
MNXR124046	
MNXR124047	
MNXR124048	
MNXR124049	
MNXR124050	
MNXR124051	
MNXR124052	
MNXR124054	
MNXR124055	
MNXR124056	
MNXR124057	
MNXR124058	7.6.2.10
MNXR124059	
MNXR124061	
MNXR124062	
MNXR124063	7.4.2
MNXR124064	6.2.1.3
MNXR124065	
MNXR124066	1.3.1.38
MNXR124067	3.2.1.28
MNXR124068	3.1.1.3;3.1.1.34
MNXR124069	2.7.7.72
MNXR124070	2.1.1.33
MNXR124072	5.4.99.12
MNXR124073	2.1.1.35
MNXR124074	2.7.11.28
MNXR124075	6.1.1.2
MNXR124077	1.4.1.19
MNXR124078	1.1.1.60
MNXR124079	2.3.1.108
MNXR124080	6.1.1.1
MNXR124082	
MNXR124083	2.3.2.n
MNXR124084	6.2.1.45
MNXR124087	2.4.1.17
MNXR124089	1.14.14.1
MNXR124092	6.3.4.6
MNXR124093	2.7.7.59
MNXR124095	2.6.1;2.6.1.-
MNXR124096	6.1.1.9
MNXR124097	1.21.99.M2;1.97.1.-
MNXR124098	1.1.1.221
MNXR124099	1.13.12.8
MNXR124100	3.1.1.50
MNXR124172	2.2.1.1
MNXR124173	2.2.1.1
MNXR124220	2.7.1.36
MNXR124297	1.1.1;1.1.1.-;1.1.1.188
MNXR124343	
MNXR124346	
MNXR124347	
MNXR124423	5.3.1.8;5.3.1.9
MNXR124424	
MNXR124437	
MNXR124479	1.4.3.13;1.4.3.21;1.4.3.4;1.5.3.17
MNXR124527	
MNXR124534	2.7.1.105;2.7.1.11
MNXR124581	1.1.1;1.1.1.184;1.1.1.2
MNXR124667	2.4.1.17
MNXR124745	1.14.14.1
MNXR124830	
MNXR124968	
MNXR125002	3.1.1;3.1.1.1;3.1.1.14;3.1.1.2;3.1.1.7;3.1.1.74;3.1.1.88;3.1.2.12;3.1.2.2
MNXR125036	5.3.3;5.3.3.8
MNXR125103	
MNXR125242	
MNXR125294	
MNXR125322	
MNXR125514	
MNXR125611	3.1.1.57
MNXR125633	1.3.7.9
MNXR125643	4.5.1.4
MNXR125647	2.7.8.6
MNXR125673	4.1.2.22
MNXR125674	2.4.1.146
MNXR125711	3.1.4.49
MNXR125716	2.6.1.57;2.6.1.58
MNXR125721	1.1.99.29
MNXR125727	2.3.1.119
MNXR125730	1.17.99.4
MNXR125739	1.5.99.12
MNXR125746	4.2.1.110;4.2.1.111
MNXR125754	1.14.99.22
MNXR125757	2.6.1.57;2.6.1.70
