id	ec_numbers
MNXR162929	
MNXR162930	
MNXR162931	
MNXR162932	
MNXR162933	
MNXR162934	
MNXR162935	
MNXR162936	
MNXR162937	
MNXR162938	
MNXR162939	
MNXR162940	
MNXR162941	
MNXR162942	
MNXR162943	
MNXR162944	
MNXR162945	
MNXR162946	
MNXR162947	
MNXR162948	
MNXR162949	
MNXR162950	
MNXR162951	
MNXR162952	
MNXR162953	
MNXR162954	
MNXR162955	
MNXR162956	
MNXR162957	
MNXR162958	
MNXR162959	
MNXR162960	
MNXR162961	
MNXR162962	
MNXR162963	
MNXR162964	
MNXR162965	
MNXR162966	
MNXR162967	
MNXR162968	
MNXR162969	
MNXR162971	
MNXR162972	
MNXR162973	
MNXR162974	
MNXR162975	
MNXR162976	
MNXR162977	
MNXR162978	
MNXR162979	
MNXR162980	
MNXR162981	
MNXR162982	
MNXR162983	
MNXR162984	
MNXR162985	
MNXR162986	
MNXR162987	
MNXR162988	
MNXR162989	
MNXR162990	
MNXR162991	
MNXR162992	
MNXR162993	
MNXR162994	
MNXR162995	
MNXR162996	
MNXR162997	
MNXR162998	
MNXR162999	
MNXR163000	
MNXR163001	
MNXR163002	
MNXR163003	
MNXR163004	
MNXR163005	
MNXR163006	
MNXR163007	
MNXR163008	
MNXR163009	
MNXR163010	
MNXR163011	
MNXR163012	
MNXR163013	
MNXR163014	
MNXR163015	
MNXR163016	
MNXR163017	
MNXR163018	
MNXR163019	
MNXR163020	
MNXR163021	
MNXR163022	
MNXR163023	
MNXR163024	
MNXR163025	
MNXR163026	
MNXR163027	
MNXR163028	
MNXR163029	
MNXR163030	
MNXR163031	
MNXR163032	
MNXR163033	
MNXR163034	
MNXR163035	
MNXR163036	
MNXR163037	
MNXR163038	
MNXR163039	
MNXR163040	
MNXR163041	
MNXR163042	
MNXR163043	
MNXR163044	
MNXR163045	
MNXR163046	
MNXR163047	
MNXR163048	
MNXR163049	
MNXR163050	
MNXR163051	
MNXR163052	
MNXR163053	
MNXR163054	
MNXR163055	
MNXR163056	
MNXR163057	
MNXR163058	
MNXR163059	
MNXR163060	
MNXR163061	
MNXR163062	
MNXR163063	
MNXR163064	
MNXR163065	
MNXR163066	
MNXR163067	
MNXR163068	
MNXR163069	
MNXR163070	
MNXR163071	
MNXR163072	
MNXR163073	
MNXR163074	
MNXR163075	
MNXR163076	
MNXR163077	
MNXR163078	
MNXR163079	
MNXR163080	
MNXR163081	
MNXR163082	
MNXR163083	
MNXR163084	
MNXR163085	
MNXR163086	
MNXR163087	
MNXR163088	
MNXR163089	
MNXR163090	
MNXR163091	
MNXR163092	
MNXR163093	
MNXR163094	
MNXR163095	
MNXR163096	
MNXR163097	
MNXR163098	
MNXR163099	
MNXR163100	
MNXR163101	
MNXR163102	
MNXR163103	
MNXR163104	
MNXR163105	
MNXR163106	
MNXR163107	3.6.3.22
MNXR163108	
MNXR163109	
MNXR163110	
MNXR163111	
MNXR163112	
MNXR163113	
MNXR163114	
MNXR163115	
MNXR163116	
MNXR163117	
MNXR163118	
MNXR163119	
MNXR163120	
MNXR163121	
MNXR163122	
MNXR163123	
MNXR163124	
MNXR163125	
MNXR163126	
MNXR163127	
MNXR163128	
MNXR163129	
MNXR163130	
MNXR163131	
MNXR163132	
MNXR163133	
MNXR163134	
MNXR163135	
MNXR163136	
MNXR163137	
MNXR163138	
MNXR163139	
MNXR163140	
MNXR163141	
MNXR163142	
MNXR163143	
MNXR163144	
MNXR163145	
MNXR163146	
MNXR163147	
MNXR163148	
MNXR163149	
MNXR163150	
MNXR163151	
MNXR163152	
MNXR163153	
MNXR163154	
MNXR163155	
MNXR163156	
MNXR163157	
MNXR163158	
MNXR163159	
MNXR163160	
MNXR163161	
MNXR163162	
MNXR163164	
MNXR163165	
MNXR163166	
MNXR163168	
MNXR163169	
MNXR163170	
MNXR163171	
MNXR163172	
MNXR163173	
MNXR163174	
MNXR163175	
MNXR163176	
MNXR163177	
MNXR163178	
MNXR163179	
MNXR163180	
MNXR163181	
MNXR163182	
MNXR163183	
MNXR163184	
MNXR163185	
MNXR163186	
MNXR163187	
MNXR163188	
MNXR163189	
MNXR163190	
MNXR163191	
MNXR163192	
MNXR163193	
MNXR163194	
MNXR163196	
MNXR163197	
MNXR163198	
MNXR163199	
MNXR163200	
MNXR163201	
MNXR163202	
MNXR163203	
MNXR163204	
MNXR163205	
MNXR163206	
MNXR163207	
MNXR163208	
MNXR163209	
MNXR163210	
MNXR163211	
MNXR163212	
MNXR163213	
MNXR163214	
MNXR163215	
MNXR163216	
MNXR163217	
MNXR163218	
MNXR163219	
MNXR163220	
MNXR163221	
MNXR163222	
MNXR163223	
MNXR163224	
MNXR163225	
MNXR163226	
MNXR163227	
MNXR163228	
MNXR163229	
MNXR163230	
MNXR163231	
MNXR163232	
MNXR163234	
MNXR163235	6.2.1.7
MNXR163236	
MNXR163237	
MNXR163238	
MNXR163239	
MNXR163240	
MNXR163241	
MNXR163242	
MNXR163243	
MNXR163244	
MNXR163245	
MNXR163246	
MNXR163247	
MNXR163248	
MNXR163249	
MNXR163250	
MNXR163251	
MNXR163252	
MNXR163253	
MNXR163254	
MNXR163255	
MNXR163256	
MNXR163257	
MNXR163258	
MNXR163259	
MNXR163260	
MNXR163261	
MNXR163262	
MNXR163263	
MNXR163264	
MNXR163265	
MNXR163266	
MNXR163267	
MNXR163268	
MNXR163269	
MNXR163270	
MNXR163271	
MNXR163272	
MNXR163273	
MNXR163274	
MNXR163275	
MNXR163276	
MNXR163277	
MNXR163278	
MNXR163279	
MNXR163280	
MNXR163281	
MNXR163282	
MNXR163283	
MNXR163284	
MNXR163285	
MNXR163286	
MNXR163287	
MNXR163288	
MNXR163289	
MNXR163290	
MNXR163291	
MNXR163292	
MNXR163293	
MNXR163294	
MNXR163295	
MNXR163296	
MNXR163299	
MNXR163300	
MNXR163301	
MNXR163302	
MNXR163303	
MNXR163304	
MNXR163305	
MNXR163306	
MNXR163307	
MNXR163308	
MNXR163309	
MNXR163310	
MNXR163311	
MNXR163312	
MNXR163313	
MNXR163314	
MNXR163315	
MNXR163316	
MNXR163317	
MNXR163318	
MNXR163319	
MNXR163320	
MNXR163321	
MNXR163322	
MNXR163323	
MNXR163324	
MNXR163325	
MNXR163326	
MNXR163327	
MNXR163328	
MNXR163329	
MNXR163330	
MNXR163331	
MNXR163332	
MNXR163333	
MNXR163334	
MNXR163335	
MNXR163336	
MNXR163337	
MNXR163338	
MNXR163339	
MNXR163340	
MNXR163341	
MNXR163342	
MNXR163343	
MNXR163344	
MNXR163345	
MNXR163346	
MNXR163347	
MNXR163348	
MNXR163350	
MNXR163352	
MNXR163353	
MNXR163354	
MNXR163355	
MNXR163356	
MNXR163357	
MNXR163358	
MNXR163359	
MNXR163360	
MNXR163361	
MNXR163362	
MNXR163363	
MNXR163364	
MNXR163365	
MNXR163367	
MNXR163368	
MNXR163369	
MNXR163370	
MNXR163371	
MNXR163372	
MNXR163373	
MNXR163374	
MNXR163375	1.14.14.81
MNXR163376	1.14.14.81
MNXR163379	1.14.14.66
MNXR163380	
MNXR163381	2.4.99.17
MNXR163382	1.17.98.2
MNXR163383	2.3.1.262
MNXR163384	2.3.1.230
MNXR163385	1.1.5.12
MNXR163386	1.1.98.6
MNXR163387	1.14.14.41
MNXR163388	1.14.14.41
MNXR163389	1.3.8.13
MNXR163390	2.4.1.344
MNXR163391	2.7.8.45
MNXR163392	2.7.8.46
MNXR163393	2.3.1.261
MNXR163394	2.3.1.261
MNXR163395	1.1.3.41
MNXR163396	1.1.3.41
MNXR163397	3.5.1.127
MNXR163398	5.1.3.40
MNXR163399	5.1.2.7
MNXR163400	6.3.3.7
MNXR163401	1.1.1.407
MNXR163402	1.14.14.41
MNXR163403	1.14.14.41
MNXR163404	1.14.19.13
MNXR163405	1.14.19.12
MNXR163406	1.14.19.12
MNXR163407	1.14.14.42
MNXR163408	1.14.14.42
MNXR163409	1.14.14.42
MNXR163410	1.14.14.42
MNXR163411	1.14.14.43
MNXR163412	1.14.14.43
MNXR163413	1.14.14.43
MNXR163415	1.3.99.38
MNXR163416	1.14.14.70
MNXR163417	1.14.14.122
MNXR163418	1.14.14.123
MNXR163419	
MNXR163420	
MNXR163421	
MNXR163422	
MNXR163423	2.3.1.-
MNXR163424	
MNXR163425	
MNXR163426	
MNXR163427	
MNXR163428	
MNXR163429	2.6.1.-
MNXR163430	
MNXR163431	1.2.1.97
MNXR163432	3.1.3.-
MNXR163433	
MNXR163435	1.14.14.166
MNXR163436	1.14.14.163
MNXR163437	1.14.14.167
MNXR163438	3.1.1.105
MNXR163439	3.1.1.105
MNXR163440	
MNXR163441	1.1.1.415
MNXR163442	2.1.1.342
MNXR163443	2.4.1.345
MNXR163444	2.4.1.346
MNXR163445	2.4.1.346
MNXR163446	1.17.98.2
MNXR163447	1.17.98.2
MNXR163448	1.14.14.47
MNXR163449	1.14.14.47
MNXR163450	1.14.14.47
MNXR163451	2.4.1.86
MNXR163452	2.4.99.2
MNXR163453	5.3.1.35
MNXR163454	5.3.1.35
MNXR163455	2.1.1.-
MNXR163456	1.14.14.44
MNXR163457	1.14.14.44;1.14.14.77
MNXR163458	1.14.14.45
MNXR163459	1.14.14.45
MNXR163460	1.14.14.45
MNXR163461	1.14.14.45
MNXR163462	
MNXR163463	1.14.99.57
MNXR163464	1.14.99.57
MNXR163465	1.3.3.8
MNXR163466	
MNXR163467	
MNXR163468	
MNXR163469	
MNXR163470	
MNXR163471	
MNXR163472	
MNXR163473	
MNXR163474	
MNXR163475	1.1.1.153
MNXR163476	1.1.1.153;1.1.1.213
MNXR163477	1.1.1.21
MNXR163478	1.5.1.3;1.5.1.33
MNXR163479	
MNXR163480	
MNXR163481	5.1.-.-
MNXR163482	1.1.99.41
MNXR163486	2.3.1.265
MNXR163487	2.3.1.265
MNXR163488	3.1.4.58
MNXR163489	3.4.19.16
MNXR163490	2.8.2.39
MNXR163491	2.1.1.344
MNXR163492	2.1.1.344
MNXR163493	2.1.1.344
MNXR163494	2.1.1.344
MNXR163495	2.3.2.30
MNXR163496	1.1.99.41
MNXR163497	1.14.13.237
MNXR163498	1.14.14.48
MNXR163499	1.14.14.49
MNXR163500	1.14.14.49
MNXR163501	1.14.14.49
MNXR163502	1.14.14.50
MNXR163503	1.14.14.50
MNXR163504	1.14.19.52
MNXR163505	1.14.19.52
MNXR163506	1.14.19.52
MNXR163507	1.14.99.58
MNXR163508	1.14.99.58
MNXR163509	4.2.1.174
MNXR163511	4.2.3.190
MNXR163512	4.4.1.36
MNXR163513	6.2.1.50
MNXR163514	6.2.1.50
MNXR163515	1.5.98.3
MNXR163516	1.1.1.348
MNXR163517	1.8.3.7
MNXR163518	7.1.1.7
MNXR163519	2.8.2.38
MNXR163520	2.8.2.38
MNXR163521	
MNXR163522	2.7.4.14
MNXR163523	2.7.4.14
MNXR163524	1.17.4.1
MNXR163525	2.7.4.6
MNXR163526	2.7.4.6
MNXR163527	3.6.1.23
MNXR163528	
MNXR163529	
MNXR163530	2.3.1.5
MNXR163531	3.5.1.-
MNXR163532	1.14.14.-
MNXR163533	2.5.1.18
MNXR163534	1.11.1.21;1.11.2.2
MNXR163535	
MNXR163536	
MNXR163537	1.14.99.59
MNXR163538	1.2.99.10
MNXR163539	1.2.99.10
MNXR163540	4.1.1.106
MNXR163541	4.1.99.23
MNXR163542	6.2.1.51
MNXR163543	6.2.1.51
MNXR163544	6.2.1.51
MNXR163545	6.2.1.51
MNXR163546	1.8.98.4
MNXR163547	1.8.5.8
MNXR163548	1.8.7.3
MNXR163549	4.1.1.105
MNXR163550	2.4.1.350
MNXR163551	3.2.1.206
MNXR163552	1.8.98.5
MNXR163553	1.8.98.6
MNXR163554	1.14.11.58
MNXR163555	1.14.14.59
MNXR163556	6.3.2.52
MNXR163557	1.14.14.60
MNXR163558	1.14.19.53
MNXR163559	2.1.1.346
MNXR163560	2.1.5.1
MNXR163561	2.1.5.1
MNXR163562	2.3.3.20
MNXR163563	2.6.1.114
MNXR163565	2.6.1.114
MNXR163566	2.6.1.114
MNXR163567	1.8.2.6
MNXR163568	2.4.1.351
MNXR163569	1.14.14.61
MNXR163570	1.14.14.62
MNXR163571	1.14.14.63
MNXR163572	1.14.14.64
MNXR163573	1.14.14.65
MNXR163574	1.14.14.76
MNXR163575	1.14.14.67
MNXR163576	1.14.14.68
MNXR163577	1.14.14.69
MNXR163578	1.14.14.69
MNXR163579	1.14.14.69
MNXR163580	1.14.14.69
MNXR163581	1.14.14.69
MNXR163582	1.14.14.69
MNXR163583	1.14.14.67
MNXR163584	1.14.14.60
MNXR163585	1.14.14.61
MNXR163586	1.14.14.65
MNXR163587	1.14.20.4
MNXR163588	1.14.20.4
MNXR163589	1.14.20.4
MNXR163590	2.4.1.-
MNXR163591	2.4.1.-
MNXR163592	2.4.1.-
MNXR163593	2.4.1.-
MNXR163594	
MNXR163595	1.14.14.71
MNXR163596	1.14.14.71
MNXR163597	1.14.14.71
MNXR163598	1.14.14.72
MNXR163599	2.1.1.348
MNXR163600	2.4.1.353
MNXR163601	1.14.19.56
MNXR163602	1.14.19.56
MNXR163603	1.14.19.56
MNXR163604	1.3.1.-
MNXR163605	1.14.19.57
MNXR163606	1.14.19.57
MNXR163607	1.14.19.57
MNXR163608	1.14.19.57
MNXR163613	2.4.1.345
MNXR163614	2.3.1.265
MNXR163615	2.4.1.346
MNXR163616	2.4.1.346
MNXR163617	2.3.1.265
MNXR163618	2.4.1.195
MNXR163619	2.4.1.159
MNXR163620	1.14.13.-
MNXR163621	1.14.13.-
MNXR163622	6.2.1.53
MNXR163623	6.2.1.53
MNXR163624	1.14.14.76
MNXR163625	4.4.1.37
MNXR163626	4.4.1.37
MNXR163627	4.4.1.37
MNXR163628	4.4.1.37
MNXR163629	4.4.1.37
MNXR163630	4.4.1.37
MNXR163631	1.14.99.60
MNXR163632	1.14.14.73
MNXR163633	1.14.14.73
MNXR163634	1.14.14.74
MNXR163635	1.14.14.75
MNXR163636	1.14.14.80
MNXR163637	1.14.19.61
MNXR163638	2.7.8.35
MNXR163639	2.4.1.289
MNXR163640	2.4.1.287
MNXR163641	2.4.1.287
MNXR163642	2.4.1.288
MNXR163643	1.18.6.2
MNXR163644	2.3.1.270
MNXR163645	
MNXR163646	3.1.6.20
MNXR163647	3.1.6.20
MNXR163648	2.7.7.100
MNXR163649	2.4.1.356
MNXR163650	
MNXR163652	1.3.99.39
MNXR163653	1.3.99.40
MNXR163654	1.14.14.154
MNXR163655	1.14.14.154
MNXR163656	1.14.14.154
MNXR163657	1.14.14.154
MNXR163658	1.14.14.145
MNXR163659	1.14.14.145
MNXR163660	
MNXR163661	
MNXR163662	1.14.14.95
MNXR163663	1.14.14.95
MNXR163664	1.14.14.95
MNXR163665	1.14.14.150
MNXR163666	1.17.9.1
MNXR163667	1.17.9.1
MNXR163668	
MNXR163669	
MNXR163670	
MNXR163671	
MNXR163672	
MNXR163673	1.3.1.-
MNXR163674	1.3.2.3
MNXR163675	
MNXR163676	6.2.1.47
MNXR163677	1.14.19.74
MNXR163678	1.14.19.74
MNXR163680	2.8.5.2
MNXR163681	2.8.5.2
MNXR163682	1.14.19.3
MNXR163683	1.14.19.3
MNXR163684	1.14.19.44
MNXR163685	1.14.19.3
MNXR163686	1.14.19.3
MNXR163687	1.14.19.3
MNXR163688	1.14.19.1
MNXR163691	1.14.20.15
MNXR163692	1.14.99.61
MNXR163693	1.14.99.62
MNXR163694	1.14.14.161
MNXR163695	1.14.14.161
MNXR163696	2.5.1.17
MNXR163697	2.5.1.17
MNXR163698	4.4.1.13
MNXR163699	2.3.1.-
MNXR163700	2.3.1.-
MNXR163701	3.1.1.-
MNXR163702	2.3.1.243
MNXR163703	3.1.1.-
MNXR163704	3.1.1.-
MNXR163705	2.3.1.251
MNXR163706	3.1.3.-
MNXR163707	2.7.8.43
MNXR163708	3.1.3.-
MNXR163709	3.1.1.-
MNXR163710	1.14.19.-
MNXR163711	2.3.1.251
MNXR163712	2.4.2.43
MNXR163713	1.14.11.-
MNXR163715	1.1.5.13
MNXR163716	1.14.14.162
MNXR163717	3.2.1.144
MNXR163718	1.14.14.164
MNXR163719	1.14.14.159
MNXR163720	1.14.14.159
MNXR163721	1.14.14.160
MNXR163722	1.14.14.160
MNXR163723	1.14.14.160
MNXR163724	1.14.14.160
MNXR163725	1.14.14.161
MNXR163726	1.14.14.161
MNXR163727	1.14.14.165
MNXR163728	1.14.19.75
MNXR163729	1.14.19.75
MNXR163730	1.3.1.118
MNXR163731	2.1.1.350
MNXR163732	2.1.1.350
MNXR163733	2.3.1.274
MNXR163734	2.4.2.61
MNXR163735	1.14.14.161
MNXR163736	
MNXR163737	4.1.1.114
MNXR163738	2.1.1.352
MNXR163739	2.1.1.351;2.1.1.go
MNXR163740	1.14.14.168
MNXR163741	1.14.14.169
MNXR163742	1.14.14.169
MNXR163743	1.14.14.170
MNXR163744	1.14.14.170
MNXR163745	1.14.19.76
MNXR163746	1.14.19.76
MNXR163747	1.14.19.76
MNXR163748	1.14.19.76
MNXR163749	1.14.14.-
MNXR163750	2.5.1.149
MNXR163751	2.5.1.149
MNXR163752	2.3.1.278
MNXR163753	2.3.1.277
MNXR163754	2.4.1.360
MNXR163757	2.4.1.313
MNXR163758	2.7.1.183
MNXR163759	2.7.8.-
MNXR163760	2.7.8.-
MNXR163761	2.4.1.-
MNXR163762	2.4.2.-
MNXR163763	2.4.1.-
MNXR163764	1.3.1.94
MNXR163765	1.14.14.-
MNXR163766	4.2.1.139
MNXR163767	6.3.2.54;6.3.2.ab
MNXR163768	4.1.1.117;4.1.1.y
MNXR163769	6.3.2.55;6.3.2.ac
MNXR163770	6.3.2.56;6.3.2.ad
MNXR163771	1.14.11.63
MNXR163772	2.4.1.355
MNXR163773	1.14.15.36
MNXR163774	1.14.15.36
MNXR163775	1.14.15.36
MNXR163776	1.14.15.36
MNXR163777	1.14.15.36
MNXR163778	1.14.15.37
MNXR163779	1.14.15.37
MNXR163780	1.14.15.37
MNXR163781	3.1.2.14;3.1.2.21
MNXR163782	3.5.2.15
MNXR163783	
MNXR163784	
MNXR163785	2.4.1.361
MNXR163786	2.4.1.361
MNXR163787	2.4.1.361
MNXR163788	2.3.1.284
MNXR163789	2.4.1.362
MNXR163790	2.4.1.-
MNXR163791	2.7.-.-
MNXR163792	6.3.5.-
MNXR163793	1.14.19.-
MNXR163794	1.14.13.246
MNXR163795	1.14.13.246
MNXR163796	1.14.13.246
MNXR163797	1.14.13.246
MNXR163798	1.1.1.417
MNXR163799	1.1.1.417
MNXR163800	1.1.1.170;1.1.1.418
MNXR163801	1.14.14.171
MNXR163802	1.14.18.10
MNXR163803	1.14.18.10
MNXR163804	1.14.18.10
MNXR163805	1.14.18.11
MNXR163806	1.14.18.11
MNXR163807	1.14.18.11
MNXR163808	1.14.18.10
MNXR163809	1.14.18.11
MNXR163810	1.14.18.11
MNXR163811	2.3.1.287
MNXR163812	2.3.1.287
MNXR163813	3.1.1.106;3.1.1.y
MNXR163815	6.2.1.57
MNXR163816	6.2.1.57
MNXR163817	6.2.1.57
MNXR163818	6.2.1.57
MNXR163819	1.1.1.270
MNXR163820	1.14.18.9
MNXR163821	1.1.1.170
MNXR163822	1.14.99.-
MNXR163823	6.3.2.-
MNXR163824	
MNXR163825	6.3.2.-
MNXR163826	2.1.1.-
MNXR163827	1.-.-.-
MNXR163828	1.14.19.25
MNXR163829	1.14.14.-
MNXR163830	1.18.1.7
MNXR163831	2.8.1.8
MNXR163832	2.8.1.8
MNXR163833	2.3.1.204
MNXR163834	2.3.1.200
MNXR163835	2.3.1.181
MNXR163836	2.3.1.181
MNXR163837	6.3.1.20
MNXR163838	2.3.1.-
MNXR163839	2.3.1.-
MNXR163840	
MNXR163841	6.3.1.20
MNXR163842	
MNXR163843	
MNXR163844	6.3.2.-
MNXR163845	1.-.-.-
MNXR163846	1.-.-.-
MNXR163847	1.14.14.-
MNXR163848	1.14.14.-
MNXR163849	1.14.14.-
MNXR163850	1.14.14.-
MNXR163851	1.14.14.-
MNXR163852	1.14.14.-
MNXR163853	6.3.1.20
MNXR163854	
MNXR163855	4.2.3.204
MNXR163856	1.14.11.66;1.14.11.68;1.14.11.69
MNXR163857	1.14.11.66;1.14.11.67;1.14.11.68;1.14.11.69
MNXR163858	1.14.11.67
MNXR163859	1.14.99.66
MNXR163860	1.14.99.66
MNXR163861	1.14.99.66
MNXR163862	2.4.1.370
MNXR163863	3.1.1.107
MNXR163864	3.2.1.209
MNXR163865	3.5.1.133
MNXR163866	3.2.1.113
MNXR163867	1.3.98.-
MNXR163868	2.4.1.135
MNXR163869	6.2.1.58
MNXR163870	5.4.99.67
MNXR163871	6.2.1.60
MNXR163872	6.2.1.60
MNXR163873	2.3.1.26
MNXR163874	2.1.1.308
MNXR163875	2.7.7.104
MNXR163876	3.6.1
MNXR163877	1.17.99.6
MNXR163878	1.14.11.-
MNXR163879	2.8.1.16
MNXR163880	1.10.3.17
MNXR163881	1.14.11.70
MNXR163882	1.14.11.70
MNXR163883	3.4.13.23
MNXR163884	2.4.1.371
MNXR163885	2.4.1.371
MNXR163886	2.4.1.373
MNXR163887	1.3.8.15
MNXR163888	1.3.8.15
MNXR163889	1.3.8.15
MNXR163890	3.1.1.111
MNXR163891	1.14.14.22
MNXR163892	1.14.14.22;1.14.99.46
MNXR163893	1.14.16.1
MNXR163894	1.14.16.2
MNXR163895	1.14.16.4
MNXR163896	1.14.16.7
MNXR163897	1.8.4.16
MNXR163898	
MNXR163899	
MNXR163900	2.1.1.342
MNXR163901	1.14.99.58
MNXR163902	1.14.99.58
MNXR163903	
MNXR163904	
MNXR163905	
MNXR163906	
MNXR163907	1.3.1.24
MNXR163908	1.14.99.57
MNXR163909	1.14.99.57
MNXR163910	1.14.20.4
MNXR163911	
MNXR163912	
MNXR163913	
MNXR163914	1.14.99
MNXR163915	1.5.1.3
MNXR163916	1.14.20.4
MNXR163917	2.8.1.4
MNXR163918	
MNXR163919	1.17.99.9
MNXR163920	
MNXR163921	1.8.5.7
MNXR163922	1.8.5.7
MNXR163923	
MNXR163924	1.17.98.2
MNXR163925	
MNXR163926	1.17.98.2
MNXR163927	
MNXR163928	1.17.98.2
MNXR163929	
MNXR163930	1.17.98.2
MNXR163931	
MNXR163932	1.17.98.2
MNXR163933	1.17.98.2
MNXR163934	
MNXR163935	
MNXR163936	
MNXR163937	
MNXR163938	
MNXR163939	
MNXR163940	2.3.1.267
MNXR163941	3.2.2.23
MNXR163942	2.7.7.M15
MNXR163943	2.8.1.M3
MNXR163944	2.8.1.15
MNXR163945	1.3.3.6
MNXR163946	1.3.1.M12
MNXR163947	1.3.1.M12
MNXR163948	2.1.5.1
MNXR163949	2.1.5.1
MNXR163950	1.3.1.118
MNXR163951	4.2.1.M2
MNXR163952	4.2.1.M1
MNXR163953	6.3.2.52
MNXR163954	
MNXR163955	
MNXR163956	2.4.1
MNXR163957	1.14.14.48
MNXR163958	
MNXR163959	
MNXR163960	1.14.14.49
MNXR163961	1.14.14.49
MNXR163962	1.14.14.48
MNXR163963	1.14.14.49
MNXR163964	
MNXR163965	
MNXR163971	1.8.98.4
MNXR163972	6.2.1.49
MNXR163973	
MNXR163974	6.2.1.59
MNXR163975	
MNXR163976	6.2.1.50
MNXR163977	
MNXR163978	6.2.1.51
MNXR163979	
MNXR163980	6.2.1.51
MNXR163981	
MNXR163982	6.2.1.57
MNXR163983	6.2.1.57
MNXR163984	
MNXR163985	
MNXR163986	6.2.1.59
MNXR163987	
MNXR163988	6.2.1.59
MNXR163991	2.3.3.20
MNXR163992	1.1.1.412
MNXR163993	6.1.3.1
MNXR163994	4.1.1.114
MNXR163995	
MNXR163996	
MNXR163997	7.1.1.8
MNXR163998	
MNXR163999	
MNXR164000	7.1.1.8
MNXR164001	1.7.2.2
MNXR164002	2.4.1.346
MNXR164003	2.3.1.265
MNXR164004	2.3.1.265
MNXR164005	2.4.1.346
MNXR164006	2.3.1.277
MNXR164007	1.14.14.50
MNXR164008	1.14.14.50
MNXR164009	
MNXR164010	
MNXR164011	
MNXR164012	2.3.1.277
MNXR164013	2.3.1.277
MNXR164014	6.2.1
MNXR164015	2.3.1.84
MNXR164016	5.4.1.M2
MNXR164017	
MNXR164018	
MNXR164019	
MNXR164020	1.14.11.58
MNXR164021	2.1.1.344
MNXR164022	2.4.1.M20
MNXR164023	2.4.1.M24
MNXR164024	2.4.1.M23
MNXR164025	2.4.1.M21
MNXR164026	2.4.1.M22
MNXR164027	2.7.8.M5
MNXR164028	2.7.1.M15
MNXR164029	2.7.7.100
MNXR164030	
MNXR164031	2.8.1
MNXR164032	2.3.2
MNXR164033	2.8.1.13
MNXR164034	2.8.1.12
MNXR164035	2.8.3
MNXR164036	2.8.1
MNXR164037	2.7.7
MNXR164038	2.8.1
MNXR164039	
MNXR164040	
MNXR164041	2.8.1
MNXR164042	2.8.1
MNXR164043	2.8.1
MNXR164044	2.8.1
MNXR164045	2.8.1
MNXR164046	2.8.1
MNXR164047	
MNXR164048	3.4.11.15;3.4.11.6
MNXR164049	
MNXR164050	
MNXR164051	2.4.1.360
MNXR164052	2.4.1
MNXR164053	2.4.1
MNXR164054	
MNXR164055	2.4.1.360
MNXR164056	1.14.14.52
MNXR164057	1.14.11.33
MNXR164058	1.14.11.33
MNXR164059	2.3.2.32
MNXR164060	2.3.2.34
MNXR164061	6.2.1.64
MNXR164062	1.1.1.348
MNXR164063	4.2.1.139
MNXR164064	2.4.1.351
MNXR164065	4.2.1.M14
MNXR164066	4.2.1.M14
MNXR164067	
MNXR164069	1.14.14.45
MNXR164070	1.14.14
MNXR164071	2.8.1.M4
MNXR164072	2.4.1.349
MNXR164073	2.4.1.349
MNXR164074	2.4.1.371
MNXR164075	2.4.1.371
MNXR164076	2.4.1.18
MNXR164077	2.1.1.346
MNXR164078	6.2.1.55
MNXR164079	2.8.5.2
MNXR164080	1.8.2.6
MNXR164081	1.14.99.22
MNXR164082	
MNXR164083	2.3.1
MNXR164084	2.3.1
MNXR164085	
MNXR164086	2.4.1.M27
MNXR164087	3.2.1.M10
MNXR164088	2.4.1
MNXR164089	
MNXR164090	
MNXR164091	1.14.19
MNXR164092	
MNXR164093	
MNXR164094	1.13.12.18
MNXR164097	
MNXR164098	1.2.1.92
MNXR164099	
MNXR164100	
MNXR164101	
MNXR164102	
MNXR164103	
MNXR164104	
MNXR164105	
MNXR164106	
MNXR164107	
MNXR164108	
MNXR164109	
MNXR164111	
MNXR164112	
MNXR164113	
MNXR164114	
MNXR164115	
MNXR164116	1.13.12.24
MNXR164117	1.14.14.60
MNXR164118	1.14.14.61
MNXR164119	1.14.14.62
MNXR164120	1.14.14.63
MNXR164121	1.14.14.64
MNXR164123	1.14.14.65
MNXR164124	1.14.14.65
MNXR164125	1.14.14.67
MNXR164126	1.14.14.67
MNXR164127	4.2.2.13
MNXR164128	2.4.1.232
MNXR164129	1.14.14.68
MNXR164130	
MNXR164131	1.14.14.76
MNXR164132	
MNXR164133	
MNXR164134	1.14.14.69
MNXR164135	
MNXR164136	
MNXR164137	2.4.1.M30
MNXR164138	2.4.1
MNXR164139	1.4.3.13
MNXR164140	3.5.1
MNXR164141	
MNXR164142	
MNXR164143	1.14.14.71
MNXR164144	1.14.14.171
MNXR164145	2.4.1.353
MNXR164146	2.4.1.38
MNXR164147	
MNXR164148	2.4.2.38
MNXR164149	2.4.2.38
MNXR164150	2.4.1.214
MNXR164151	2.4.1.86
MNXR164152	2.4.1.65
MNXR164153	1.14.14.72
MNXR164154	2.4.1
MNXR164155	2.4.1
MNXR164156	2.4.1
MNXR164157	
MNXR164158	1.11.1
MNXR164159	4.1.99.3
MNXR164160	4.1.99.3
MNXR164161	3.2.2.17
